office_id,coordinates,,avg_shk
50003926,45.1301180000,38.9402070000,250
213155,44.6784780000,37.7733290000,391
108664,44.3806200000,38.5315180000,821
150877,45.0027370000,39.0319280000,709
161365,44.5081380000,40.1798280000,885
305812,44.7548940000,37.7172310000,405
305662,45.1111150000,38.9611830000,210
162619,45.2230260000,37.1618000000,498
160580,45.1050860000,38.9560430000,366
134946,44.6926050000,37.7793230000,391
126707,45.0669480000,38.9585510000,377
50007561,44.6498100000,37.9403130000,664
164337,44.8534830000,38.6676160000,378
159339,44.6849730000,37.7793140000,224
159923,45.0641870000,39.0382260000,192
311636,45.2617704610,37.3996565910,107
308494,45.0894690000,38.8999850000,413
50000607,44.7609820000,39.8997080000,241
142912,45.0891630000,39.0075820000,410
164591,44.5493350000,38.0868340000,463
209189,45.0622750000,39.0407500000,417
322606,45.4313910000,37.9572070000,52
5297,45.0372505790,38.9296226030,291
218396,45.0553270000,39.0360390000,626
50003648,44.7464630000,39.8715260000,108
214418,45.0488940000,39.1284110000,184
159497,44.4716890660,38.3999717700,502
311314,45.0998930000,39.1149920000,207
112749,45.2109830000,39.5648660000,845
316453,45.0792430280,39.0387121870,196
319960,45.0993974800,38.9033831160,136
207454,44.7368020000,37.7113390000,568
206628,44.6905420000,37.7887910000,437
304208,44.7993370000,37.4072680000,449
207950,44.7299440000,37.7491580000,474
216294,45.2673020000,38.1079040000,386
312598,44.3779840000,39.6492920000,128
110956,44.5779810000,40.0840360000,568
215617,44.9749920000,38.9224110000,287
164179,45.0991380000,39.0061140000,812
3842,45.0138840000,37.5016350000,901
150148,45.1025140000,38.9302370000,470
110713,45.2691050000,38.4634120000,618
50007060,44.7323260000,37.7529460000,58
206932,45.2066910000,39.6887280000,537
320797,44.7542229500,37.7268131550,126
149272,44.6757200000,37.7892380000,610
50000814,44.6052330000,40.0663800000,113
217840,44.8986505550,37.3281034240,471
50001050,45.0349670000,39.1125220000,125
3958,45.1163310000,39.0287530000,752
321023,45.0357250000,38.9143740000,277
160648,45.1140980000,37.6438870000,534
305325,45.0546719530,39.1491858130,380
304828,45.2270720000,38.9900090000,258
304120,44.5493740000,38.0716170000,333
207571,45.1408950000,39.7467770000,415
50004614,45.2718700000,38.1150920000,171
310824,45.0528080000,38.9788450000,102
300062,44.3642260210,39.7039886270,263
312293,45.0659614710,39.0127603170,186
303267,45.0929830000,37.3102500000,191
143969,43.9158520000,39.3326980000,339
50001858,45.0012310000,38.8027470000,239
212022,45.0761300000,39.0436350000,365
158196,44.9989280000,38.9264050000,561
3861,44.6527119850,37.9462997050,1017
214640,45.2535710000,38.1216840000,421
211578,43.8846830000,39.3795790000,395
125406,44.7573710000,39.8693810000,694
210688,45.0343940000,38.9644490000,263
202833,44.1217110000,39.0734510000,540
318213,44.0966830000,39.1062510000,83
114495,45.0555280000,39.1500400000,432
313779,45.1038470700,38.9076528270,262
322447,44.9904533200,37.2623133110,623
306922,45.0978087350,39.0021326520,356
139951,45.2602800000,38.1257240000,397
112779,45.1502700000,39.0346820000,756
2055,45.1026000000,38.9702000000,667
305933,45.0336130000,39.0431600000,203
320330,45.0431770000,39.1094140000,106
321194,45.0916860350,39.0122708460,176
306819,45.2213260000,39.2098360000,140
137176,45.0907390000,39.0076510000,434
112633,44.5501210000,38.0835230000,717
137674,45.1405590000,38.9957080000,600
50008283,45.2651030000,37.4106750000,4
209491,45.0374640000,38.9353020000,460
308931,44.9092458480,37.3736690390,173
5204,44.6306797970,39.1070959090,639
212098,44.1036350000,39.0712260000,341
162540,45.0613520000,38.9439850000,798
103449,45.0281670000,38.9030760000,840
169419,44.8489600000,38.3770360000,414
50005823,44.8358650000,38.6661760000,112
214958,45.0342860000,39.0052180000,466
313139,45.0623370000,39.0114790000,115
320938,45.0318720000,38.9128710000,127
163873,45.1370710000,38.1258830000,802
320902,44.9008520000,37.3232390000,366
314375,45.0330950000,39.0199410000,148
150043,45.0477980000,38.9842720000,285
160805,45.0883360000,39.0454310000,386
105020,45.0200790000,39.1043810000,344
306402,44.5472990000,38.0588430000,350
168961,45.0775600000,38.6816180000,297
161489,44.8754800000,37.3345560000,339
214408,44.0056450000,39.1895340000,412
50003702,44.9998980000,38.9747180000,233
321732,44.8319720000,39.2138520000,93
132495,45.0262370000,38.9039220000,550
306546,45.2177140000,39.6494450000,279
109397,44.7422080000,37.7681040000,780
142839,44.6889060000,37.7770760000,412
306539,45.0318520000,39.0710460000,441
310667,44.9039550000,37.3956800000,179
217006,45.1429110000,39.0450400000,648
50003167,45.0160910000,39.1865160000,164
310195,44.5113370000,38.3200730000,242
212647,44.2920860000,40.1797020000,372
309432,45.0734710000,38.9762020000,499
307049,45.0002240000,38.9323290000,581
50007401,44.9537920000,39.5818190000,118
50006225,45.0602730000,39.1113850000,60
304144,44.9862640000,39.0698160000,269
124991,44.8479590000,38.5593480000,631
1940,44.1088670000,39.0594820000,572
154465,45.2083100000,37.2907020000,416
141130,45.0686600000,39.0393120000,412
157869,45.0610620000,38.9673210000,424
303554,44.8763680000,38.1522770000,198
161496,45.0558080000,37.1439840000,411
308650,45.2373350000,38.9749990000,81
323980,45.4544350000,38.9923720000,44
313083,45.0534040000,38.9846290000,137
305454,44.9082570000,37.9983410000,99
315637,45.0720770000,38.9549480000,246
324070,44.6052650000,38.0326390000,83
208350,44.5518530000,40.1568940000,346
169641,44.7684310000,39.8692980000,147
214232,44.6253870000,39.1022540000,188
207556,45.1055480000,39.8940900000,427
304157,45.0527290000,38.7826780000,194
215347,44.7263530000,37.7583230000,333
131488,45.0743020000,38.9026010000,348
137621,45.1251680000,38.9647170000,685
140119,45.0529280000,39.0336980000,423
208465,44.7232900000,37.8277330000,573
309472,45.3780210000,39.6976120000,371
5145,44.8712441650,40.0600721610,976
108722,45.0938850000,38.9094880000,543
213822,45.0358080000,39.0883300000,234
5927,45.0269985480,39.0296008600,226
150726,45.0476610000,39.1186510000,698
4029,45.0974130000,39.0060250000,479
158314,45.1602450000,39.0164020000,721
50000737,45.4407450000,38.7291120000,287
211709,45.0068250000,39.0861880000,273
314626,45.1341880000,39.0196270000,345
50007195,44.4601450000,39.7313300000,25
311084,45.0294320000,39.0036540000,181
170893,44.7601830000,37.6910730000,663
50005390,44.8507560000,38.5841510000,57
50006771,45.0832340000,39.0020560000,70
216232,44.6298550000,40.1356310000,387
5428,45.0853440000,39.0192000000,576
50000564,45.2116120000,38.5786170000,202
145844,44.8774200000,37.3394340000,566
303615,45.2372340000,39.0017060000,146
215572,45.5559110000,38.0853340000,399
50000539,44.6172580000,40.1159130000,60
307315,44.8939810000,39.7430230000,142
161202,45.2667010000,38.1025910000,583
312376,45.0840230000,38.9035740000,106
318076,45.0117330000,39.1170130000,61
3120,44.7178640000,37.7814750000,632
311203,44.4139640000,39.4285130000,131
323661,44.8776390000,37.3329860000,70
113171,44.6481490000,39.1777490000,706
300047,45.3191620000,37.2942690000,760
322248,44.6297850600,39.1056469680,10
324925,44.7644240000,39.8677980000,25
50008181,44.6935150000,37.7698010000,7
50002219,44.7426600000,37.7043860000,391
110052,45.0196760000,39.2199980000,500
205295,45.0217440000,38.9249130000,265
307362,45.1259790000,39.0101320000,93
50004018,44.9817730000,38.9473700000,76
50001321,45.2401030000,37.4289440000,193
50002623,45.0350050000,38.7973390000,301
50007050,45.2205330000,38.7388320000,102
322545,44.5914340000,40.0992580000,31
50006677,45.0385150000,38.9107600000,278
50000689,45.6164760000,38.2670900000,87
214583,45.0168690000,38.9604010000,269
50000808,45.0652970000,38.9182970000,374
143568,45.0981890000,39.0606060000,314
166121,45.1071200000,38.6508600000,502
168175,45.1293760000,38.9074130000,502
316737,45.0565180000,39.0033140000,107
135031,45.0882220000,39.0033000000,472
208806,44.8737591890,40.0560353150,362
213810,45.0282850000,39.0429700000,309
217418,44.6710900000,39.9564890000,499
50001543,45.4698400000,39.4530970000,73
306039,44.6209020000,40.1073880000,136
5052,44.9242480000,38.9037470000,241
151557,45.2385220000,38.9782840000,717
207142,44.8392010000,37.6552480000,704
216801,44.1010720000,39.0830100000,347
213487,45.1110130000,39.0221870000,342
156711,45.0843370000,39.0115430000,288
50002041,45.3290170000,38.8187550000,182
106684,45.2170750000,37.8994260000,1108
108562,45.2700270000,37.3757230000,379
50004592,45.0032910000,39.0268640000,194
109821,45.0635300000,39.3003080000,609
208662,44.6874850000,37.7730530000,346
50000469,45.0368350000,38.8213310000,222
109252,45.4637400000,39.4219680000,734
144894,45.0597470000,39.0407310000,516
142568,45.0879880000,39.0033030000,353
212542,45.0632160000,39.0089100000,199
216826,44.7351857530,39.8529534560,479
50001780,44.8609020000,38.1881100000,169
304724,44.8774480000,39.1885550000,326
209681,45.0580764180,39.1168679150,304
321994,45.0152764140,38.9720277170,66
311987,45.2662020000,38.1011450000,184
50001897,45.0081580000,38.5960170000,103
322466,44.6228400000,40.0605320000,10
147976,45.0199210000,39.0394140000,382
155290,45.0143830000,38.9587390000,263
212286,44.6028539900,40.0720469090,542
131810,44.8999660000,37.3866930000,422
1514,44.9340777720,37.9891295870,363
309205,44.8577860000,38.5564980000,208
313229,44.5512880000,38.0948200000,294
50000667,44.1653230000,39.2486250000,291
215917,45.0359100000,39.8415760000,399
164235,45.1112240000,39.0267310000,488
164420,45.2259860000,39.2196640000,340
50004570,44.6622950000,37.7604670000,97
50002824,44.9523680000,39.8664810000,125
50001545,45.0355980000,38.9930460000,216
150729,44.9927760000,39.0765130000,448
317387,44.5176830000,39.2929210000,52
320439,44.7827180000,37.6862490000,88
302191,44.3919520000,40.2193810000,528
160512,44.3737120000,38.5348140000,420
210801,45.0818513530,38.7564965360,143
50000939,45.0110400000,38.9443640000,222
50003387,44.5521130000,38.0584500000,262
50007126,43.8634550000,39.4055430000,152
1809,45.0289800000,38.9688180000,673
310907,45.2223610000,39.2145880000,212
201272,44.8575030000,40.0796120000,544
151691,45.0921640000,39.0097320000,382
144560,45.0936890000,39.0041590000,419
219133,45.0557520000,37.1297100000,1027
129420,44.8962520000,37.3544600000,420
50000340,45.0367340000,38.9158810000,235
124049,45.0642750000,39.0385930000,561
312628,44.8831450000,37.3224250000,115
142316,45.0243360000,38.9583350000,523
50002244,45.2202220000,39.2225250000,201
304622,44.4599440000,40.0530580000,176
160382,45.0596760000,37.3148940000,618
102613,44.7191750000,37.7716980000,1013
313279,44.8830550000,39.3795640000,65
145268,45.3905300000,39.3930840000,310
313984,45.0886430000,37.6762770000,51
312084,44.9445950000,37.8724690000,342
209874,44.7069857210,37.7858976270,560
151567,44.5533310000,38.1068130000,440
50006259,45.0235900000,38.9767410000,107
302553,45.1726310000,37.2660350000,260
140433,44.1477640000,39.0410050000,624
202530,45.0547140000,39.0321130000,410
50005716,45.2737230000,38.1198920000,34
50008202,45.0271960000,39.0258250000,9
140070,45.0548340000,39.0177410000,557
50002207,44.5991230000,40.1208900000,159
166643,44.9299350000,38.9183870000,475
211296,45.0020700000,37.2806000000,878
103923,45.4551390000,39.0184980000,886
214777,44.9113890000,38.8402710000,259
307082,45.0235520000,39.0409890000,234
309818,45.0208690000,38.9448850000,142
50005059,45.0165650000,39.0326740000,224
141687,44.9082940000,37.5630550000,562
151739,45.0597270000,38.9587570000,406
126997,45.0370400000,38.9964850000,173
162105,45.0792000000,38.8990600000,205
214354,45.0983160000,38.6338230000,341
51,44.7293200000,37.7580720000,689
50001623,44.6020770000,40.1038800000,76
147949,44.7460610000,37.7211470000,409
200024,44.5743180000,38.0760100000,549
206504,45.4104830000,36.9560980000,1052
50005589,44.6255470000,39.1176330000,158
151474,45.0258320000,39.0197760000,460
50006329,44.7742440000,39.8774080000,180
148349,44.4626770000,39.7269080000,744
215514,44.7147460000,37.7748430000,211
314888,45.0201750000,39.0917530000,150
50005090,44.9951180000,39.0891920000,117
110453,45.0143770000,38.9911510000,782
307595,44.8811140000,37.3302100000,547
50000670,45.1206680000,38.3634700000,77
306063,45.2530010000,38.1146170000,326
210841,45.3614631830,38.2123753730,443
50006207,45.1216860000,39.4113190000,69
50006393,45.0984740000,39.0102310000,118
302789,45.2345870000,38.9603740000,290
311477,45.4634700000,39.4442140000,105
303468,45.2134220000,39.5725670000,181
111389,45.0154220000,38.3382250000,580
3477,44.6866287120,37.7697813790,649
102187,44.1241300000,39.0793100000,489
205240,44.6735488760,37.7734261310,454
206608,45.0577340000,39.3103580000,243
320912,44.8608640030,38.2952131360,167
202312,45.0055020000,39.0833320000,283
137013,44.8987770000,37.3303990000,556
215440,45.0446480000,38.9935880000,370
50002718,44.6697760000,37.7721100000,227
50006851,44.9921730000,39.0705520000,214
139581,45.0641530000,38.9556480000,520
112244,43.9161000000,39.3385740000,1109
526,44.8888250000,37.3325410000,590
309765,45.1624190000,39.0105080000,332
161349,45.0750090000,39.0386030000,489
50007531,45.0710670000,39.0406130000,51
300251,44.7849760000,38.7974920000,385
50000027,45.1055870000,38.9395780000,84
3090,45.0387280000,39.0038350000,480
2122,45.0504370000,38.9597270000,442
210282,45.0949430000,39.0001600000,437
211757,45.2279236740,39.2187148130,338
211500,45.5812820000,38.3744210000,406
161591,45.0154630000,39.2156480000,210
50001579,45.4728040000,39.4275160000,326
320115,45.1042700000,38.9536730000,50
139037,45.0803610000,38.9766990000,340
104294,45.2094650000,37.1540810000,1132
216142,45.0618190000,39.1442760000,410
309385,44.5955420000,40.0615560000,325
103800,44.7532380000,39.8776060000,460
50006378,44.8529410000,38.6667330000,61
310354,44.6052670000,40.1341430000,262
217581,45.0126040000,37.2935090000,632
205001,45.0260870000,39.0325530000,375
5095,45.2800394520,37.3630905320,407
300295,45.1095485180,39.6862053690,213
129557,45.0618070000,39.0066910000,178
309642,45.0214560000,39.2060520000,268
300006,44.5796643250,40.1382553730,516
159058,44.9296020000,37.3421820000,451
156977,45.1303730000,38.9735790000,188
325165,45.1224940000,38.9435760000,26
141645,44.6776980000,37.7790130000,535
209978,45.0578008560,38.9460567290,378
314860,45.3745172740,38.4398999540,243
210293,45.0745841210,38.5291827850,87
104777,45.1933720000,38.5675160000,395
50001677,45.0285530000,38.9085790000,212
305535,45.0938040000,39.0376740000,387
212928,44.6170310000,40.1065490000,454
167116,45.1240000000,37.6330340000,400
102332,45.0485550000,39.0288550000,629
5130,45.2728520000,37.4050990000,436
142139,44.8799550000,37.3254970000,726
209530,44.8885600000,37.3029640000,495
50005389,44.8782580000,38.1466400000,35
165092,44.6965570000,37.7855220000,535
157062,45.0700070000,39.0217120000,332
209930,44.7029186970,37.7829516440,195
115485,45.0298390000,38.9144170000,703
202826,45.0215270000,39.0479530000,391
50007243,45.0477500000,39.0343680000,119
136386,44.9932960000,37.2703730000,520
126041,44.9790380000,37.3366540000,495
317999,44.6765520000,37.7795840000,97
213633,45.0589440000,39.1555060000,243
317274,44.8914862140,37.3407103910,373
309869,44.6074470000,39.0247830000,164
162433,45.1150880000,38.9865260000,658
50006610,45.0539500000,38.9780740000,83
145143,45.0132360000,39.0514970000,311
203853,44.8709260000,38.1669370000,436
171778,44.1664020000,39.2013350000,168
130439,45.0400040000,38.9986850000,480
319969,44.8603340000,38.1426200000,138
315660,45.0827440000,39.0163660000,160
50006271,44.9966670000,37.9392050000,157
171672,44.5827160000,38.0001020000,1043
214616,45.2127458340,36.7125809150,926
134871,45.0324100000,38.9772620000,499
50006181,44.0968510000,39.0671930000,55
114613,45.0714020000,38.9795070000,322
317304,45.0670480160,39.3172940170,174
2320,44.4605550000,39.7447920000,640
151875,45.1006120000,39.0035470000,525
305612,44.9911150000,38.9326340000,328
164050,45.0815730000,38.8986780000,236
171401,44.4256560000,38.7736050000,432
217229,45.0873390000,39.0466480000,237
211275,44.5582906710,38.0972345600,728
112527,44.9168980000,38.9959870000,462
304033,44.9998350000,38.7746380000,381
308501,44.5911320000,38.0481530000,443
140341,45.0685830000,38.9538460000,369
157967,45.0944340000,39.0321670000,136
50005499,45.0815670000,39.0112100000,100
6030,44.6589830030,37.7579311360,775
113180,44.9134050000,38.8346570000,837
305572,45.2959050000,39.5651020000,229
50000443,45.2587260000,37.4225570000,101
309713,45.0255140000,39.0199410000,112
160807,45.0621870000,39.0568130000,197
213506,45.0174000000,38.9987140000,324
50001883,45.0825660000,38.4660760000,200
163303,45.0569880000,39.0282980000,452
317467,45.0413110000,39.0242350000,233
123265,45.4805230000,39.4510620000,626
150126,44.3193720000,38.7038160000,583
214087,44.9796834590,37.2722669150,1208
308309,44.9969480000,39.0791220000,339
2489,44.8892680000,37.3203650000,600
123745,45.0601810000,39.0157440000,546
312626,45.0314442500,39.0908191200,492
312340,45.1502530000,39.0160160000,248
319479,45.0980350000,38.9844490000,367
206600,45.2921980000,39.9147870000,107
311516,45.0905970000,38.9855000000,238
155751,45.0359570000,39.0929260000,427
145267,45.2969830000,39.2437030000,682
301600,44.4524230000,39.7240950000,317
321022,45.0527160000,39.0287810000,317
308179,45.1320710000,38.9747650000,107
50003066,44.7507530000,39.8331890000,260
172240,45.0197390000,38.9835480000,273
324720,44.6808140000,37.7649320000,72
171011,44.7537600000,37.6988050000,632
162237,45.0908860000,39.0322950000,435
206177,44.8679100000,37.8646830000,510
301684,44.3730700000,38.5254100000,382
113240,44.4716870000,39.7141400000,802
135509,44.8577200000,38.2973680000,484
131575,45.2863620000,36.9941420000,601
161887,45.4333200000,38.7317440000,481
50002995,44.8677570000,38.1804210000,223
314459,44.7888910000,39.8833840000,246
50005267,45.0629860000,38.9832360000,157
136999,44.5489520000,38.0596410000,750
3401,44.8496056550,38.6655198890,737
305631,45.0996320000,39.0598520000,248
322799,44.6354900000,39.1361740000,180
217316,44.5942130000,38.1142690000,316
310690,44.8459500000,38.3863870000,130
50006544,45.0474910000,39.0276710000,154
210701,44.8761830000,37.3425980000,945
212424,45.2125237520,39.6636684580,172
213832,45.2649360420,38.1445479750,310
207679,45.0382280000,39.1144530000,408
215259,45.2136886110,37.2855080280,372
50002078,45.0327380000,38.9849610000,218
307978,44.7819880000,39.8724430000,340
308828,45.0709690000,39.0425430000,211
139653,44.6212030000,40.0662290000,479
141025,45.1401660000,38.9986140000,241
50005083,44.9017710000,39.4141580000,101
302407,44.6915860000,39.3050040000,380
127647,44.9974080000,38.9429790000,339
319165,45.0272470000,39.1261400000,44
301066,43.9105450000,39.3412990000,920
315611,44.7507070000,39.2422030000,141
213025,45.1052880000,38.9525770000,377
218446,45.2548630000,37.4624870000,406
308366,45.2776620000,38.1167360000,60
303079,44.7857310000,38.8015880000,138
301928,45.0391710000,39.1237870000,618
162108,45.0557210000,39.0410900000,422
159973,45.3166400000,39.9493200000,342
311943,44.2675950000,38.8296060000,376
211201,45.0017720000,39.0872210000,218
50006810,44.2037660000,38.8888900000,246
206107,44.8795680000,37.3192690000,491
112664,44.8762120000,37.3312160000,694
215336,44.7407200000,37.7743460000,521
306686,45.0448961910,38.9784536600,606
312042,44.8667640000,37.3688160000,276
50008314,45.0637480000,39.0014010000,1
50006519,44.0996280000,39.0808740000,53
50006616,44.6266760000,40.0738090000,227
314396,45.3261210000,37.2795810000,1064
303500,44.8599760000,38.1490610000,225
151045,44.7823380000,37.6854780000,713
307307,45.2555610000,38.1151940000,269
50007604,45.0744590000,38.9533020000,23
172245,45.0403870000,38.9869680000,523
213617,43.9156984890,39.3219383730,335
138709,45.1244210000,37.6410720000,772
203948,44.9198730000,37.9667600000,571
300315,44.8945900000,37.3398530000,638
303415,45.5180200000,39.0026220000,226
50005151,44.9855660000,38.9345640000,130
172995,44.6819230000,37.7865540000,540
316959,45.0405710000,39.0952600000,206
210786,44.5517760000,38.1031930000,194
1103,45.2574850000,38.1151750000,501
50004616,44.6895830000,37.7638110000,168
321999,45.2027730000,36.7108940000,8
50007038,45.0849860000,39.0357730000,127
312212,45.0314770000,39.0319880000,135
50004456,44.8962970000,37.3557970000,128
309454,44.5930130000,40.1331340000,180
305291,44.8551200000,38.1780220000,287
310911,45.3327740000,39.0827610000,235
50007715,44.6720840000,37.7889390000,234
208032,44.6066510000,40.1018540000,391
214183,45.0078010000,39.0802720000,385
161796,45.0528190000,38.9544120000,355
109261,44.0881130000,39.0954340000,409
50007043,44.8410800000,38.6792370000,107
50001650,45.3045350000,39.9313950000,91
308070,45.0377630000,38.8943930000,231
50002962,45.0329220000,39.0578200000,50
104532,45.2692900000,38.1534860000,518
157693,45.2246920000,37.5714010000,558
125077,45.0284850000,38.9462270000,403
309654,45.0176530000,39.1916250000,197
321453,45.2847780000,37.3617230000,65
158988,44.7283300000,37.7568920000,447
50007486,45.1002750000,38.9178840000,3
135341,44.8777680000,37.3234110000,604
211593,44.9953920000,39.0763600000,353
50002025,44.8646270000,38.3824430000,324
157562,45.0030690000,39.0857790000,549
321461,45.0122876750,39.0361780630,122
307799,45.0014280000,39.0322120000,222
206492,44.6043360000,39.6098140000,314
50001906,45.4162340000,37.9317220000,163
308121,45.1006310000,38.9280980000,363
319049,45.0219571790,38.9634207590,159
208335,45.0518310000,39.0331830000,326
304993,44.8993130000,39.8509280000,181
215031,44.7259015660,37.7542842040,410
300319,44.7549190000,39.2880080000,260
213030,44.4429308700,39.7393589670,203
50000825,44.5813860000,38.0726320000,486
312536,44.1827130000,38.9736810000,319
50006867,45.0600320000,38.9172910000,94
50003857,44.8462760000,38.3820210000,250
204296,45.0270080000,38.9086430000,592
212144,45.0374550000,38.9434480000,472
164023,45.1292150000,38.9868920000,431
5708,45.2165520000,36.7188170000,1092
50006036,45.0697820000,39.0355310000,99
203135,44.6862360000,37.7658480000,141
309369,44.9968330000,38.9391560000,382
50005157,44.6050660000,40.1114480000,111
316637,45.0313223770,39.1188925480,148
309497,45.1187320000,39.4111020000,147
161947,45.1393900000,39.0381700000,581
140370,44.8964760000,37.3291850000,391
50002339,45.2943960000,37.9063090000,159
165122,44.6803010000,37.7830600000,440
144104,45.0425730000,38.9511330000,517
1487,43.9144520000,39.3238680000,937
308296,44.9962660000,39.0756730000,253
306519,45.0598240000,39.0334100000,309
50001603,44.7736260000,39.8669810000,76
102792,45.0424240000,39.1045290000,730
170331,44.9022920000,37.3660970000,489
166891,45.0450430000,38.9631860000,630
149510,45.1152490000,37.4222970000,162
307382,44.6938550000,37.7798980000,80
159735,44.8662700000,38.1505320000,417
322536,45.3683270000,38.2052050000,40
50001083,44.6144010000,40.0595040000,249
50001022,45.0269670000,39.0743070000,176
308958,45.0571400000,39.0221760000,237
172437,45.0694020000,39.0242790000,275
50006866,45.4556180000,39.4724080000,74
168931,45.2396860000,39.2108860000,396
50000602,44.7480570000,38.5498890000,36
50005100,45.1242550000,36.7070760000,151
303973,44.6197480000,40.0630470000,140
212588,45.1053450000,37.5075920000,225
319556,44.6476050000,39.1624500000,132
139894,45.4314590000,37.9564510000,369
309010,45.1301380000,36.7085490000,315
151142,45.0318600000,38.9212740000,568
214728,44.6147750000,40.1206830000,304
50007776,44.8472090000,38.6710630000,19
50000963,45.2775890000,38.2178050000,112
50006622,45.0566760000,39.1295160000,89
317386,45.0864540000,39.0748100000,310
4055,44.5935394880,40.1162428590,641
50005386,45.0658640000,39.0618300000,215
50001931,45.0467880000,39.0154950000,185
207507,44.8437330000,38.5614320000,336
309320,45.0230040000,39.1001250000,162
307267,44.8824610000,39.0646060000,141
160682,44.8740960000,37.3284950000,456
158609,44.9123270000,38.8447400000,608
315880,44.7703500000,39.8517360000,322
50002389,44.9223570000,38.9948780000,146
50006439,45.0517270000,38.9662440000,107
323036,45.0794920000,39.0019570000,153
313186,44.6113740000,40.0893770000,227
50005846,45.0249220000,39.0364520000,85
213457,44.9625890000,37.4625050000,373
300485,45.1532800000,38.9443760000,257
137502,44.8865870000,37.3233200000,500
50001257,44.5995340000,40.0786600000,387
5716,45.0532814940,38.8074097120,521
50000565,45.4230780000,38.7385450000,318
208150,44.8677950000,38.6892530000,141
314961,45.0113310000,39.0134550000,378
304356,45.1316230000,36.9046510000,516
307384,45.0660170000,38.9557300000,327
308356,45.0194300000,39.0122340000,234
306178,45.0914390000,39.0465240000,279
208682,44.7523240000,39.8923430000,393
162552,44.8844170000,37.6068570000,408
3841,44.4221248630,39.5368985560,579
303796,45.2626790000,36.9151170000,250
207218,44.9917720000,39.0742000000,201
312402,45.0071260000,38.9630240000,120
108643,44.7111110000,37.7773900000,370
213026,45.0660260000,39.0138750000,195
203529,44.8530690000,38.5916610000,187
208250,44.5678650000,38.0806810000,416
129043,44.8724510000,37.3300390000,367
132438,45.0416400000,38.9128100000,664
152683,45.0639400000,39.1750070000,637
50002378,44.9261540000,37.9829710000,145
50001242,44.8303780000,39.7791080000,141
315568,45.0385340000,39.0940520000,138
158872,45.2744290000,37.3724760000,294
215599,45.0643040000,39.0584970000,278
314865,44.7150410000,37.7837790000,177
207320,43.9157330000,39.3459400000,543
141226,45.2174090000,39.2295320000,338
5339,44.5666966580,38.0884714910,912
304599,45.0277310000,39.2493440000,396
306097,45.2161080000,39.6873810000,102
130971,45.1139940000,38.9296460000,497
219089,45.2370690000,39.8861240000,409
50007703,44.9150360000,38.8336670000,121
306743,45.0866640000,39.0058020000,233
303152,45.3786920000,38.0710600000,247
169155,44.6306530000,39.1279440000,437
141932,44.2547870000,38.8512830000,621
318207,44.9443592640,37.9913697970,65
3849,44.9958790000,39.0680060000,349
319945,45.0231120000,39.0527750000,17
301790,44.2327270000,40.2033010000,300
50003052,44.7011300000,37.7861830000,278
131764,44.9794370000,38.9376680000,388
311985,45.0116570000,39.0769550000,132
50003086,45.0330440000,39.0735530000,207
6007,45.0137486800,39.0258587490,737
158257,45.0516170000,39.0153630000,332
117648,44.7615110000,37.7193040000,454
50002632,43.9188700000,39.3502700000,163
165913,45.0974320000,38.9835760000,378
213578,45.0270490000,39.0897760000,550
306478,45.2161580000,39.6930760000,222
157965,44.9901940000,39.0691110000,428
218427,44.8922510000,37.4241920000,342
109221,45.0645750000,38.9825420000,551
323098,45.0777420000,39.0024060000,31
162963,45.0482280000,38.7925520000,645
309216,44.6127920000,40.0340050000,209
307853,44.8483660000,39.6742380000,238
50002510,44.8879920000,38.1667930000,164
202774,44.9795570000,37.3370640000,489
50001625,45.0155310000,39.1069070000,139
208881,45.2464490000,38.1337440000,355
207203,45.1961590000,37.7227330000,480
306313,45.1012860000,38.9052440000,224
133396,44.9859410000,37.2660010000,777
157339,44.9913270000,38.9285760000,381
173134,45.0677380000,38.9492230000,497
320015,45.0531940000,39.0158540000,304
173129,45.0053150000,39.0712080000,429
147052,45.2779290000,38.8390340000,497
150876,44.9710680000,38.9340120000,587
3319,44.6353100000,39.1377550000,675
141127,45.0668720000,38.9524460000,675
304381,45.0482210000,39.0316640000,419
50007483,45.0568400000,39.0340550000,72
211071,45.3795150000,38.2254810000,333
142576,44.8348010000,37.5484380000,625
302675,45.2188196700,39.5756909150,97
106658,44.5560730000,38.1056880000,1067
313972,45.0583640000,38.9888090000,231
141500,45.0578760000,39.0301290000,623
211455,44.9325450000,37.9857380000,243
50000287,45.4544910000,39.4489760000,151
127750,45.0733780000,39.0372570000,911
212822,44.8647420000,37.3546260000,333
307841,45.6473440000,38.1599480000,166
151482,43.9815750000,39.2364800000,477
140527,45.0528990000,39.0304170000,510
317159,45.0992150000,38.9074380000,174
204695,43.9173086440,39.3207522820,569
50002790,45.0277700000,39.1203970000,152
167709,45.2654870000,37.3883740000,224
306552,44.8983130000,37.3558870000,245
312425,45.0031490000,39.0715850000,216
50005904,45.1017560000,39.0016390000,157
208601,44.8989639100,37.3381738830,320
211507,45.0352790000,38.9682700000,209
143340,45.0107070000,39.0996740000,328
323509,45.1141680000,39.0221420000,21
208292,44.8673490000,37.3534680000,324
214779,45.1429670000,38.9946110000,424
171008,45.0391760000,38.9132960000,599
50001729,45.4780310000,39.4628020000,291
215158,45.0399750000,38.9690000000,371
5949,44.5942840000,40.1321720000,597
102653,44.8558570000,38.2904550000,543
