office_id,coordinates,,avg_shk
50003168,44.9494370000,38.0090400000,138
208797,44.7089620000,39.2175800000,527
324723,44.1016220000,39.0709570000,42
161987,45.0939570000,39.1070570000,148
131580,44.8877030000,37.3360980000,435
147107,45.0054300000,38.9396950000,915
325824,45.0116770000,39.0378560000,4
138080,44.8775790000,37.3170030000,392
211824,44.8860890000,37.3262400000,437
214131,45.1303020000,38.9784240000,296
50002697,45.0434510000,39.0030580000,217
320428,45.3667890000,38.1942280000,132
139381,44.7888590000,38.6109290000,283
163509,44.8736340000,37.3349890000,454
305116,45.0585732330,38.9839841260,160
162110,44.6313660000,39.1205440000,592
165370,44.7383460000,37.7320490000,576
50006254,44.7710860000,39.8955290000,345
319879,45.4044340000,39.3777580000,95
50007849,44.8861910000,37.3043030000,42
137644,45.0563690000,38.9596420000,437
2152,44.7354977260,37.7325265280,536
2454,45.0562760000,39.0326350000,542
205211,45.0244546110,38.9285886200,412
309400,45.0589820000,39.1141480000,269
308260,44.9942120000,39.0749270000,439
106121,44.1074220000,39.0869140000,527
216427,45.1569710000,38.9657350000,483
50005412,45.3424040000,39.0640760000,135
165658,45.1119020000,39.0103170000,372
314525,45.1212650000,38.9340560000,40
304540,45.2260560000,39.6855030000,122
50002690,45.0434950000,38.9318350000,122
101861,44.1034450000,39.0818230000,368
202814,45.2434280000,38.1556630000,532
161731,45.0740530000,39.0220730000,571
50001874,44.7211390000,37.7761120000,163
311048,45.1810620000,38.9905750000,640
162837,45.1268200000,38.9703960000,361
143147,45.2623740000,37.4438000000,269
136483,44.4563810000,39.7504720000,743
208332,45.2677030000,38.4650340000,363
169598,45.0708160000,39.0136900000,457
207238,44.5746820000,38.0837060000,782
307802,45.1005990000,38.9795260000,337
519,44.5692819440,38.0805674250,1105
311184,44.6245530000,40.1041160000,102
111179,44.8287910000,38.8876650000,509
302187,44.6200350000,40.0157030000,240
50005049,45.0263930000,38.9823200000,119
108254,45.0334960000,37.8836700000,699
312370,45.2238850000,37.1570510000,142
50008049,45.0378460000,38.9407150000,20
50001465,44.8563660000,38.4948490000,290
157715,45.1079230000,38.9640300000,461
212541,43.8792980000,39.3994270000,485
50002408,44.2005020000,38.8905750000,417
50002168,44.6242190000,39.7778770000,145
322499,45.1118190000,38.9617130000,66
212229,45.0681240000,38.9593950000,377
165829,45.0255020000,39.0140530000,262
321507,45.0085910000,38.9967920000,106
322476,44.7204530000,39.2246220000,27
308451,44.9999050000,39.6960040000,172
140382,44.7693920000,39.8645230000,430
50006898,44.7336450000,37.7518260000,129
162181,45.0154730000,39.0176690000,457
125738,44.9998080000,39.0754620000,611
50004586,44.8464740000,38.5676130000,93
50003810,45.2654700000,39.7976490000,167
2336,44.6128180000,40.0644390000,931
304427,45.0373690000,39.0918510000,124
212422,45.0712550000,39.0398670000,379
200316,44.9219320000,38.9060620000,388
306094,44.6791030000,39.9635140000,290
322144,44.2001210000,38.8856970000,58
159015,45.0542510000,38.9622190000,396
146127,45.2190150000,39.2283500000,423
50007202,44.9884540000,38.9449350000,127
145348,44.6994000000,37.7832540000,328
137365,45.1415180000,38.9892600000,437
208736,45.0389100000,39.1072450000,332
302926,45.0247050000,39.1064040000,516
50001046,45.1246170000,39.4348870000,334
218499,45.0549510000,39.0093830000,362
139733,45.0735550000,38.9533580000,605
171064,44.9830140000,39.1039230000,560
50006198,44.9361860000,37.9851080000,81
313388,45.0453490000,39.1104110000,368
320519,44.8298750000,38.8827150000,72
170609,44.9966480000,39.0734900000,426
151795,45.0289690000,38.9136700000,524
130278,44.2531110000,38.8346260000,669
305071,45.2817770000,39.4296720000,175
323326,44.9979670000,39.0672650000,49
144910,45.0238960000,38.9921560000,638
164144,45.0110310000,39.0743300000,388
209618,44.4769609560,39.7304567290,199
105825,45.2684340000,37.3970650000,750
112628,44.6087500000,40.0597480000,939
2248,44.7668880000,39.8663280000,443
316508,45.0922900000,39.0197890000,18
50004314,45.1111660000,37.4214340000,520
322325,44.7561230000,39.8687320000,112
123078,45.1375740000,38.9980940000,654
145791,45.0012370000,38.9314300000,389
211869,45.1184245580,38.9297507120,775
310640,44.9023270000,38.8468180000,249
111502,44.2921520000,40.1830420000,625
302715,45.0257830000,39.0180820000,648
212274,45.0804210000,39.0141200000,127
311861,45.1328894240,37.3356735400,290
324782,45.1397320000,38.9866770000,17
305733,44.8020230000,38.8142450000,305
323085,45.0113300600,39.0710290300,23
316885,44.1002970000,39.0924560000,146
206909,45.1073600000,38.9608300000,468
168706,45.2735990000,37.3764590000,364
50006344,44.7499390000,39.8778770000,53
209702,44.9213020000,38.9084240000,205
305542,44.0984630000,40.1292170000,177
169970,45.2226480000,39.7230970000,410
308981,45.0385530000,39.0198160000,227
203143,44.9440460000,37.3478260000,588
50002937,45.2491800000,39.0012460000,183
309403,45.2650900000,38.1231710000,594
168833,45.0506640000,39.0065580000,294
321940,45.2740210000,37.4002160000,87
212907,44.8941410000,37.3228200000,558
168253,44.8814540000,38.1668000000,570
50003586,44.7038180000,37.6353050000,205
169699,45.4636320000,39.4416230000,452
150554,45.0003190000,39.0672470000,371
215266,45.4521572290,39.4686892040,516
318193,45.2170730000,37.8944330000,103
207832,45.0588390000,39.1359480000,147
320814,44.4659980000,39.7407320000,133
172443,44.1530830000,39.1780520000,163
208526,43.9135230000,39.3383900000,1198
150826,45.4684390000,39.4478960000,551
322864,45.0064760000,39.0726630000,38
130288,45.0640960000,38.9744760000,234
3175,44.8627180000,38.1480800000,595
50000720,45.3576060000,38.2069930000,193
212080,45.0243210000,38.9678260000,445
50000769,44.6305510000,40.0685180000,321
308951,45.0665120000,39.1992250000,470
136244,45.2349420000,38.9639510000,534
159061,44.9262710000,38.0006990000,329
301416,45.1462812670,38.9958593730,402
308733,45.0664320000,39.0638800000,342
320592,45.0688878300,39.0327974800,332
160868,45.2843900000,38.1134870000,676
310558,45.0006820000,38.9384010000,141
218673,44.8425570000,38.4947140000,317
309918,44.8874360000,37.3916190000,243
320010,45.0477690000,39.1277390000,100
311401,44.0965270000,39.0725380000,249
5698,45.0558764870,38.8925124960,617
50004793,44.9149020000,38.8452550000,198
326073,45.1239158360,38.9788822670,19
50002799,44.9345780000,37.9964100000,129
309447,44.8696040000,37.3465420000,480
319831,45.0621840000,39.0053530000,28
164697,45.0934290000,39.0081020000,250
143273,45.2394850000,38.9838130000,480
50006852,45.0935010000,38.9055040000,167
140564,45.4303030000,37.9644920000,412
213621,45.0698148080,38.9702539150,264
303182,45.0947010000,37.7173120000,284
321707,45.1178370000,38.9747200000,5
310160,44.9250700000,38.9177580000,229
128155,45.0667040000,39.0057490000,629
306795,45.0014600000,38.9310350000,105
50000672,44.7897430000,39.8600510000,175
122573,45.0147420000,38.9164470000,403
123498,45.0364980000,39.0219290000,397
320750,45.2429270000,38.1600470000,132
303896,44.5628430000,40.0838880000,262
310391,45.1237400000,38.9768220000,123
127171,45.0511710000,39.0292820000,327
50004113,44.9047910000,37.3697270000,126
50000874,45.4676340000,39.4323130000,270
304235,44.7664960000,38.5029290000,53
50008234,45.0596250000,38.9846730000,3
150545,44.6499860000,37.9375060000,569
209743,44.7542870180,39.8748675500,319
214776,45.4393030000,37.9550330000,160
211003,45.0738460000,39.0407280000,482
107286,44.8675820000,37.8531370000,332
321270,45.0147036870,37.7556401990,92
307096,45.0137460000,39.0733550000,341
319758,45.4022190000,39.4074840000,83
124197,44.6761270000,37.7789930000,701
308734,44.4666990000,39.7378300000,466
134785,44.9382433000,37.9825914000,367
201083,44.6597860000,37.7638400000,352
50004211,45.1529000000,38.9604590000,22
212343,44.8599420000,38.6937600000,450
212856,44.8927290000,37.3439280000,730
207969,45.0916660000,39.0385010000,519
306618,45.0151930000,38.9157010000,456
158195,45.0904130000,39.1201660000,500
50005351,45.0701040000,38.9329220000,153
151354,45.0236750000,37.5009360000,715
306930,45.1046710000,39.0150810000,295
212762,45.0615310000,38.9198940000,278
307356,45.0607260000,38.9434860000,231
149410,44.1120960000,39.0607230000,343
312821,44.7235850000,37.7629290000,153
311731,44.5719290000,38.0214730000,419
164078,45.0324890000,39.0909810000,582
111208,45.0070970000,39.0698160000,753
150386,45.0605580000,38.9647290000,416
305701,44.7292530000,39.7778410000,223
132759,44.9979400000,39.0872980000,301
142984,45.0329630000,38.9158760000,568
303278,44.7764030000,38.8364690000,370
309510,44.6283510000,40.0818760000,287
304467,45.1343970000,39.1917230000,813
311273,45.0839810000,39.0375780000,487
2736,44.6152180000,40.1090860000,791
202818,45.1205020000,39.0404550000,575
50000763,45.0472660000,38.9962980000,194
139926,44.7397680000,37.7256060000,555
205486,44.5946880000,40.0941020000,362
302934,45.4808240000,38.0498510000,242
309600,45.3466870000,38.2182320000,203
310122,45.1123210000,38.9629010000,158
212461,45.0677120000,39.1256280000,266
165,44.6023680000,40.1033100000,476
50004504,45.0556450000,38.8897930000,228
207075,45.5208390000,38.9412440000,127
315954,44.8910440000,37.3376800000,301
5719,45.0049527320,39.1085793130,246
171859,44.8587110000,37.3630440000,343
218196,44.5260680000,40.1676220000,719
323541,44.5108830000,40.1760460000,231
121352,45.0996300000,39.0013350000,465
209080,45.0454950000,38.9406290000,434
310840,45.2381776890,38.1756447460,102
311268,45.0965490000,38.9420540000,334
1486,45.2763740000,37.3724760000,705
159164,45.0622800000,39.0372520000,412
314097,45.0645749450,39.1848519090,175
318084,45.1142320000,39.0172730000,96
319604,44.6482660000,39.1704540000,52
158835,45.0186210000,39.0284840000,377
317079,45.0233520000,38.9871410000,317
4216,44.8825922760,39.1934835420,467
206678,45.0334080000,39.0995160000,356
161974,44.7654950000,39.8619660000,285
307506,45.2221960000,37.5860410000,233
218276,44.8964130000,37.4595030000,520
124813,45.0619060000,39.0257710000,395
169703,44.7897265230,37.3985505420,898
313277,44.8831450000,39.2030000000,327
313489,45.1043150000,39.0605000000,179
318163,45.0625470000,37.5503330000,93
50004221,45.0391770000,39.3098190000,142
112625,44.9288930000,37.9808900000,566
141401,45.0860720000,39.0098900000,686
171863,45.0139020000,39.0945380000,400
214058,44.8921750000,37.3295540000,250
149433,45.0646440000,39.0115620000,671
314956,45.0507300000,39.0230580000,191
109164,44.3714920000,38.5279610000,881
50004460,45.1223160000,39.0415100000,329
315191,44.4249350000,39.5338050000,54
50000034,45.2478550000,38.1072510000,177
50007186,45.0313840000,38.9159730000,44
169206,44.7471830000,39.9131630000,575
208163,45.0358020000,39.0993340000,563
212518,45.0746040000,38.9771640000,789
5074,45.0126587540,39.0485640910,672
303377,44.5884770000,38.0572160000,753
50004739,44.8949330000,37.5577890000,78
168525,45.0678050000,39.0098710000,576
213460,45.0142886760,38.9645326440,227
325074,45.0300310000,38.9044810000,3
50003929,44.8723480000,38.1451390000,81
171004,44.5043130000,38.1447490000,960
312025,45.0421390000,38.9868920000,110
209219,45.0718410000,39.0358420000,338
217848,44.3256930000,38.7832800000,373
324084,44.7144130000,37.7708610000,55
50000153,45.1643060000,36.8390740000,176
308022,44.6598070000,37.7587070000,286
318390,45.0652080000,38.9689530000,166
50007547,45.2162780000,37.1491840000,47
145826,45.2546470000,37.4136570000,297
157770,45.0888510000,39.0099290000,447
122313,45.3753500000,38.4371140000,470
50006705,45.2342950000,38.9806490000,76
307778,44.9704580000,38.9369640000,193
2890,45.0373330000,38.9620500000,695
322635,44.6201628530,40.0854987500,75
319953,44.8561200000,38.7031550000,215
213098,44.8970249760,37.3797079950,395
112934,45.0667690000,39.0220740000,466
206725,44.7182950000,37.7748040000,273
166751,44.5022730000,38.1325610000,873
307835,44.6015080000,40.1176330000,227
203141,44.6007940000,38.0280670000,339
317624,45.1175560000,38.9868500000,131
141550,44.9929370000,39.0655470000,585
160791,44.5005956910,38.1427320780,566
110135,44.8996770000,37.3608480000,353
207721,45.2197440000,39.7127840000,518
303092,44.6087880000,38.0299131870,478
320043,44.4403500000,39.7641870000,39
145264,45.1573090000,38.9665450000,468
114368,45.0554860000,38.9680320000,504
217912,45.2074210000,39.2254340000,420
118116,44.9258910000,39.7629190000,543
172635,44.7815570000,37.7082670000,886
103283,44.8749120000,38.1511460000,531
6071,45.0294210000,39.0381960000,418
312610,45.0930910000,38.9012110000,221
5555,45.3510690000,39.0832830000,531
50001007,45.0988090000,38.6518020000,324
50003228,44.6350090000,39.1271640000,390
209755,44.6738308610,37.7778272500,524
142869,45.0053830000,39.0645650000,556
50000315,43.9610030000,39.2711100000,467
3106,45.0237510000,38.9600930000,364
50004100,44.5288070000,40.1485960000,67
213884,44.6947970000,39.7976040000,608
3639,44.9799350520,38.9412639620,384
306764,45.0216580000,39.0243230000,273
111541,45.0653820000,39.0326070000,586
316334,44.6953540000,37.7603510000,245
186,44.0982510000,39.0741360000,630
50007203,45.0378840000,39.0975380000,109
50003026,44.8594700000,38.4919270000,148
211901,44.6310640000,39.1457500000,341
206744,43.9222910000,39.3171670000,985
201557,44.8673930000,38.6636160000,245
316434,45.2612270650,38.1101591700,292
169926,45.0213250000,39.0117860000,396
319166,45.0944980000,38.8995670000,87
308268,44.7500300000,39.9033760000,223
305725,44.6128240000,40.1423590000,50
303212,45.0693980000,39.0284420000,191
212758,44.6743041850,37.7903003560,925
305303,45.0767290000,38.9030990000,282
322809,45.0961200920,38.9400549290,87
321274,44.7479335440,37.7570450060,71
211246,44.7312446060,37.7358249150,314
50002686,44.5457610000,40.1539300000,131
156999,45.1318610000,38.9602840000,679
318295,45.1213110000,38.9363820000,13
309257,44.6832340000,39.6829030000,212
50003147,44.4467340000,39.5285410000,219
202594,44.6101230000,40.1026180000,416
110564,45.0394740000,39.0190910000,640
50001159,45.2597480000,39.2304790000,267
307167,45.1578170000,39.0163930000,183
303470,44.5743423320,40.1323834750,291
205939,45.0377010000,39.1061300000,419
109182,45.2267190000,39.2156680000,821
322588,44.9778930000,37.3346390000,156
317711,44.8979150000,38.8385270000,61
50002460,44.7383060000,37.7283660000,74
110741,44.8818360000,37.3331960000,603
306650,45.4205110000,36.7707750000,360
304169,45.3319312100,36.9859648220,175
309655,45.0519140000,39.0296070000,141
109579,45.3634510000,38.2086230000,554
208827,45.2355960000,39.2391030000,413
161599,44.9019330000,38.8405800000,426
162151,45.0923910000,39.0452190000,282
150856,45.0209850000,39.0222430000,236
50001110,44.8441990000,38.3936450000,213
140184,45.0945740000,38.9063760000,579
160730,44.7234460000,37.7608250000,597
126698,45.0562660000,38.9123790000,545
209265,45.4685250000,38.3029150000,273
153612,45.0917040000,39.0351950000,447
307145,45.0194110000,38.9196080000,318
208090,45.1105490000,39.4136840000,435
145235,45.1133510000,39.0266420000,260
149506,44.8590540000,37.4376000000,330
163527,45.1948350000,38.5848850000,542
154130,44.9226980000,38.9153630000,515
211055,45.0018800000,39.0827970000,338
157560,45.0064260000,39.1067070000,464
145961,45.1289890000,37.3325890000,369
209155,44.5536730000,38.0905660000,456
50003195,44.9893690000,38.9511120000,161
50000890,44.0949610000,39.1146060000,481
50001600,44.8955910000,38.0533450000,540
317689,45.4341417690,38.7233352880,203
310794,45.3539770000,38.7700030000,252
169877,45.0686260000,39.0268330000,198
209953,44.8550730000,37.3631490000,228
5426,45.0270000000,39.0843610000,358
142678,45.0607410000,39.0025330000,436
309956,44.9452070000,38.0025720000,168
322169,45.2388970000,38.9716930000,53
108269,44.8271210000,37.5743170000,873
306753,44.6596860000,40.1139460000,235
50001101,45.0566090000,38.9342600000,251
302732,44.7843560000,38.7975270000,383
162582,45.1252730000,39.4172390000,109
50003462,44.8605060000,38.6737040000,147
312745,45.0412598350,38.9163824340,212
50000761,44.7876180000,39.8720560000,159
5663,44.8702584070,37.3306338940,860
309550,45.0467750000,38.9323020000,171
1283,45.0180455390,39.0362971180,478
303497,44.6050340000,40.0960780000,173
308919,45.1080680000,38.9338560000,82
310499,44.6767500000,37.7856110000,135
147796,45.2224380000,39.2281540000,309
109405,45.0012160000,37.2782250000,824
212370,44.9033610000,37.3536380000,260
114183,45.0425890000,38.9935760000,453
139490,45.0105140000,39.0408090000,607
311605,45.0156940000,39.0172720000,133
6128,45.4353752400,38.7186096910,350
319880,44.5496690000,38.0988540000,192
50002232,43.9116480000,39.3280190000,679
158336,45.0686300000,38.9796750000,479
131524,44.7609920000,39.8708020000,423
139674,45.2758060000,38.1001560000,518
3640,44.8364737080,38.5614415340,954
211508,45.0026240000,39.0814220000,222
313412,44.6773108630,37.7761021700,489
50007505,45.0198500000,39.0025050000,37
216209,45.4532400000,39.4924280000,596
112794,45.2363410000,38.1186090000,660
202643,45.2020030000,37.6605630000,515
309815,43.9141940000,39.3375500000,147
210690,44.4264091180,39.5298152880,454
321676,45.1636705070,38.9815010460,152
216668,45.0664030000,38.9817460000,201
3892,45.0262481620,39.0663729150,589
315195,45.0542012410,39.0402598380,193
311080,45.1027920000,38.9136870000,222
50004096,45.2208950000,39.2351510000,195
210687,44.6088826570,40.0638552880,482
121812,44.8456640000,38.6737550000,456
50006280,45.0586440000,39.0486870000,169
135535,44.8834240000,37.3101480000,460
211472,44.8594290230,37.3608606930,487
210816,44.6136030100,40.0832908310,565
3490,44.2523170000,38.8429080000,1213
118560,44.6108810000,40.0762480000,755
307268,45.1965630000,38.5874670000,235
50006212,45.0924740000,38.9170390000,135
113225,44.9428790000,37.9980490000,618
168994,45.1157100000,39.0206080000,393
216527,44.5791543350,40.0768504900,365
318271,45.1540250000,39.0109010000,88
211770,45.0798040000,38.9766340000,481
319707,44.9867800000,38.9797240000,67
321803,44.1044700000,39.0568620000,233
216913,44.9672310000,37.3176090000,19
311642,45.0485710000,38.7736860000,200
50003624,44.9159870000,38.0062730000,177
206934,45.2761330000,38.8430450000,526
50001712,45.1527460000,38.9732070000,137
213599,44.7264860000,37.7449530000,275
304602,45.0369860000,39.1225290000,291
136223,44.9006730000,37.3342520000,766
209718,45.0966860000,39.0054490000,516
300686,45.0729380000,38.9816750000,307
3457,45.3698600000,38.2163800000,687
314080,45.0743170000,38.9031060000,203
310213,44.8778760000,40.0518720000,298
150467,45.1966090000,39.2432050000,610
159277,45.0230000000,38.9735800000,390
50001584,45.2327220000,38.1322980000,237
200414,44.5485960000,38.0816870000,436
161324,44.9991240000,39.0657740000,416
1905,44.7016710000,37.7815170000,728
313586,45.0724970000,39.0181180000,112
301063,45.3823700000,38.4311230000,457
158705,45.0373840000,39.1028810000,513
207620,44.6703720000,37.7802570000,709
210318,44.6995050000,37.7789390000,326
141696,45.0219680000,39.0176630000,565
211640,45.3081850000,39.9324590000,471
153887,44.5551250000,38.1081800000,597
