169129,1,762.900000,52.291297,104.245550
320690,1,1834.100000,52.278095,104.251573
310435,1,2805.000000,52.275577,104.253846
50004838,1,3809.300000,52.272546,104.255480
159613,1,4825.100000,52.269513,104.258097
50001131,1,5848.500000,52.275528,104.260071
1110,1,6906.600000,52.278468,104.256053
5459,1,7945.000000,52.276764,104.245858
50006449,1,8909.700000,52.279334,104.241586
307685,1,9890.100000,52.279453,104.247828
306701,1,10918.000000,52.283562,104.247407
320487,1,11902.600000,52.284236,104.251583
214538,1,12862.600000,52.284277,104.255831
104415,1,13842.500000,52.287673,104.253706
325318,2,921.600000,52.272910,104.250441
50005075,2,1978.200000,52.265024,104.252004
203394,2,2972.800000,52.263496,104.257217
308945,2,4077.000000,52.258051,104.267419
213766,2,5200.300000,52.252814,104.259855
603,2,6138.000000,52.253516,104.257493
322990,2,7227.700000,52.251981,104.274210
309507,2,8267.200000,52.241962,104.282699
135925,2,9361.100000,52.234195,104.288385
206886,2,10384.800000,52.235212,104.280193
213641,2,11360.700000,52.232438,104.279376
5179,2,12302.400000,52.232538,104.277967
312873,2,13230.100000,52.233484,104.276597
207899,2,14160.100000,52.233247,104.275274
50002103,2,15118.700000,52.232046,104.273745
2798,2,16140.100000,52.238588,104.278091
50003559,2,17108.200000,52.242236,104.273548
3012,3,1114.800000,52.260489,104.236185
171393,3,2149.600000,52.256513,104.235322
303879,3,3131.600000,52.257422,104.240416
303765,3,4058.600000,52.257417,104.241449
306022,3,5056.100000,52.261022,104.240478
207101,3,6021.900000,52.260399,104.241646
50005855,3,7087.400000,52.254771,104.232708
211386,3,8176.600000,52.253725,104.236305
302745,3,9354.700000,52.247647,104.227955
151131,3,10306.800000,52.250815,104.226697
306890,3,11223.600000,52.251860,104.227309
114316,3,12286.900000,52.253406,104.231284
50005162,3,13415.400000,52.250911,104.246048
170720,3,14463.400000,52.253712,104.248797
50003457,3,15395.700000,52.254818,104.250107
5237,3,16554.700000,52.264849,104.260496
50000314,4,966.500000,52.262827,104.259541
213580,4,2131.400000,52.249227,104.247457
102325,4,3102.400000,52.251550,104.241751
131034,4,4177.000000,52.256225,104.247634
217807,4,5619.500000,52.261195,104.211497
2483,4,6539.600000,52.261637,104.211149
50005844,4,7551.600000,52.263653,104.205565
210777,4,8674.800000,52.265145,104.206289
214536,4,9748.500000,52.267381,104.208776
143508,4,10717.300000,52.268985,104.207182
50005339,4,12005.500000,52.284598,104.237326
132419,5,1323.000000,52.236204,104.285713
50000507,5,2378.800000,52.232349,104.302130
160696,5,3370.700000,52.228566,104.311105
310764,5,4354.300000,52.226331,104.314787
104383,5,5369.000000,52.222890,104.313304
320787,5,6312.400000,52.222177,104.313000
304411,5,7351.400000,52.227219,104.308212
171031,5,8303.700000,52.228642,104.308066
150464,5,9287.900000,52.231643,104.314464
50001295,5,10363.400000,52.224780,104.302588
146471,5,11469.900000,52.220055,104.303783
208223,5,12551.600000,52.221774,104.306927
2018,5,13582.800000,52.228686,104.303736
106186,5,14685.200000,52.239173,104.297629
145910,5,15802.400000,52.233965,104.295177
139734,5,16754.600000,52.233006,104.296536
217545,5,18200.700000,52.264837,104.262270
155179,6,1174.300000,52.247096,104.271138
132946,6,2353.300000,52.231795,104.285194
210759,6,3470.300000,52.219118,104.276640
50007319,6,4428.700000,52.218911,104.279079
305807,6,5360.100000,52.219833,104.277887
50002175,6,6746.000000,52.222479,104.251235
132721,6,7726.500000,52.225955,104.252525
301674,6,8733.300000,52.223434,104.246551
3827,6,9746.700000,52.221398,104.243228
204923,6,10812.400000,52.221492,104.236423
212199,6,11867.100000,52.223000,104.240144
310259,6,12849.900000,52.223446,104.236176
155470,6,14059.400000,52.220127,104.248126
168807,6,14994.100000,52.219183,104.246197
306245,6,16570.800000,52.216334,104.206109
171917,6,18134.800000,52.257511,104.181610
2449,7,1937.900000,52.208735,104.093277
50006431,7,2894.500000,52.209779,104.096101
301246,7,4917.500000,52.212913,104.209945
311218,7,6063.000000,52.202613,104.230581
205907,7,7425.300000,52.207135,104.268830
50006598,7,8347.200000,52.207759,104.268165
50001613,7,9434.400000,52.208047,104.284590
162469,7,10490.300000,52.208703,104.291117
303234,7,11604.600000,52.222221,104.292859
206004,7,12644.300000,52.227231,104.294548
163381,7,13742.700000,52.220572,104.293102
50003028,7,14838.400000,52.219534,104.300585
304269,7,15849.000000,52.222122,104.297378
320617,7,16968.300000,52.218652,104.311535
157447,7,18019.200000,52.213752,104.306514
307501,7,18964.600000,52.213476,104.303621
208388,7,20133.000000,52.220875,104.318515
200408,8,1799.000000,52.222565,104.116799
50000282,8,3088.800000,52.222067,104.105695
213199,8,4224.100000,52.211343,104.099477
307806,8,5299.200000,52.214160,104.091655
50003310,8,6364.600000,52.215667,104.082878
217722,8,7430.000000,52.216196,104.066206
305096,8,8546.500000,52.210022,104.070012
145915,8,9591.700000,52.212020,104.066010
306821,8,10579.400000,52.210137,104.064229
149617,8,11526.300000,52.209318,104.063276
50003178,8,12526.100000,52.207056,104.053379
161480,8,13531.800000,52.208686,104.058237
50006828,8,14663.700000,52.207667,104.068258
5640,8,15697.600000,52.206202,104.065535
50004724,8,16801.200000,52.204856,104.080192
50005947,8,17802.100000,52.208464,104.087054
161019,8,18823.100000,52.211289,104.094218
215526,8,19966.300000,52.200699,104.104089
134066,9,1172.900000,52.260711,104.203951
307612,9,2160.200000,52.256877,104.205651
306923,9,3328.900000,52.255939,104.184307
211832,9,5090.300000,52.167155,104.108139
306507,9,6900.400000,52.076609,104.092032
50001134,9,8029.000000,52.054097,104.084351
207457,9,9227.300000,52.078164,104.088214
50000849,9,12219.000000,52.178914,103.947808
301532,9,13477.400000,52.206048,103.945337
50007076,9,14844.900000,52.221588,104.010402
50000140,9,15924.400000,52.225769,104.032267
163893,9,16960.500000,52.230282,104.045046
308015,9,17914.400000,52.227720,104.047942
163317,9,18864.800000,52.222834,104.050205
50001241,9,19924.700000,52.237179,104.063969
302681,9,21210.900000,52.253999,104.136586
127580,9,22934.800000,52.283314,104.244763
311587,10,8383.000000,53.135992,103.093587
308527,10,9771.500000,53.116852,103.143030
307547,10,10771.400000,53.116627,103.148621
303384,10,11966.900000,53.133718,103.112994
5917,10,13047.500000,53.138233,103.088726
208491,10,14125.600000,53.145414,103.082442
50003891,10,15118.900000,53.147153,103.079741
302599,10,16141.900000,53.150216,103.080151
213732,10,17185.900000,53.149919,103.069649
50007503,10,18181.300000,53.147667,103.075079
212052,10,19221.400000,53.141040,103.074084
310480,10,20311.000000,53.134032,103.090958
50007034,11,8354.000000,53.073552,103.130691
163449,11,9907.200000,53.114873,103.152870
159388,11,10839.100000,53.114498,103.153041
216520,11,12245.100000,53.141348,103.084376
212143,11,13270.200000,53.143294,103.069772
215752,11,14458.400000,53.167115,103.047902
218153,11,15633.600000,53.150199,103.063731
300939,11,22038.000000,53.034906,102.360035
311720,11,27162.300000,53.049692,102.888676
318957,11,28744.500000,52.990545,102.847874
50000482,12,4721.900000,52.742176,103.658721
213356,12,5840.800000,52.748458,103.666747
2125,12,6860.300000,52.751959,103.660136
157666,12,7854.200000,52.751557,103.657077
124237,12,8862.500000,52.745845,103.664793
50002494,12,9878.900000,52.742737,103.669527
211349,12,10980.000000,52.734636,103.660937
311844,12,12059.600000,52.731581,103.654504
50002682,12,13129.600000,52.733441,103.652486
316106,12,14157.000000,52.737296,103.657984
213287,12,15232.200000,52.730331,103.656467
136222,12,16206.600000,52.727628,103.660219
50001643,12,17182.400000,52.724031,103.664330
131680,12,18203.200000,52.731303,103.658056
50005179,13,4308.800000,52.540108,103.586370
50002159,13,5569.100000,52.557111,103.551579
203492,13,8506.700000,52.747316,103.654714
50007115,13,9573.800000,52.750816,103.641680
127504,13,10594.400000,52.751376,103.634627
302949,13,11572.100000,52.753244,103.634669
50005322,13,12797.300000,52.769165,103.666473
315415,13,14001.300000,52.760675,103.643018
205218,13,15016.100000,52.758250,103.647770
304227,13,16055.200000,52.753618,103.648731
50004999,13,17061.000000,52.755487,103.643503
5220,13,18046.200000,52.757902,103.638520
148817,13,19067.100000,52.756840,103.632818
110320,13,20359.900000,52.730075,103.666326
303087,14,5937.400000,52.870206,103.554681
210354,14,8393.900000,52.957054,103.297817
207522,14,9348.600000,52.955280,103.299046
206850,14,11779.800000,52.864256,103.187869
307133,14,12770.500000,52.866604,103.184832
50003996,14,14863.900000,52.897900,103.283045
305461,14,17243.100000,52.819181,103.389502
138133,14,19097.200000,52.815419,103.521503
304416,14,20102.600000,52.811675,103.525926
122470,14,22114.600000,52.737165,103.654236
214329,15,4934.000000,52.742579,103.614200
164028,15,7308.900000,52.877699,103.488970
3488,15,10690.200000,53.077737,103.341785
214490,15,11673.000000,53.070414,103.341328
50001808,15,15260.600000,52.972144,103.506923
214502,15,17722.000000,52.870529,103.470793
215376,15,18731.400000,52.868888,103.467478
50004588,15,20746.200000,52.829568,103.525743
50002358,15,22537.900000,52.760419,103.629373
320516,15,23590.000000,52.755307,103.638023
213342,15,25102.300000,52.697744,103.709117
307502,16,8241.900000,53.172761,104.246713
50005871,16,11115.400000,53.357728,104.152471
50006824,16,14731.000000,53.143496,104.137783
50003132,16,17196.800000,53.161776,103.931494
210847,16,19254.100000,53.153217,103.774956
160509,16,20167.200000,53.153038,103.776000
50008203,16,21347.300000,53.165031,103.799253
160652,16,23847.800000,53.391223,103.874092
154195,16,24915.200000,53.382732,103.878637
306758,16,26500.200000,53.345559,103.991582
311320,16,32382.900000,53.330736,103.431061
50005074,16,38204.900000,52.990106,103.510930
50007638,16,44419.900000,52.788002,104.002030
204176,17,5455.000000,52.901781,103.697607
50001963,17,7794.400000,53.089357,103.779373
306731,17,12447.800000,53.582859,103.722717
50005065,17,14771.600000,53.719900,103.830479
50007634,17,16586.100000,53.654333,103.736533
173054,17,23800.700000,54.004083,103.045654
50004086,17,26473.900000,54.073212,102.907927
