office,route,time,lat,lng
101358,1,7152.700000,54.124053,36.494425
208458,1,8614.600000,54.117756,36.389782
322594,1,13497.600000,54.043288,35.770025
211155,1,14442.600000,54.040792,35.768417
50007104,2,4603.100000,54.053945,35.954620
3529,2,5565.500000,54.055202,35.957240
50011167,2,6732.700000,54.061571,35.961672
208947,2,7776.600000,54.059880,35.964825
160788,2,8852.700000,54.050763,35.948844
218067,2,10351.400000,54.024801,35.822029
137257,2,11579.300000,54.035462,35.794765
50011169,2,12586.700000,54.030021,35.794837
138108,2,13550.300000,54.032284,35.793067
151384,2,16809.400000,54.262067,36.155329
208082,2,19995.500000,54.163090,36.493340
212064,3,4053.400000,54.034858,35.777404
2548,3,5088.700000,54.039788,35.755188
212682,3,9112.100000,53.723793,35.531755
311106,3,13619.000000,53.962488,35.830464
3525,3,17378.300000,53.809325,36.129470
208598,3,18307.300000,53.808624,36.132259
209490,3,19262.700000,53.814665,36.130146
208249,3,20202.900000,53.815660,36.136628
123220,3,21181.700000,53.815887,36.141072
