office_id,coordinates,,dist_lm,avg_shk
101242,55.7116390000,37.4888680000,26,1262
169716,55.9176500000,35.9080730000,146,399
165965,55.3820550000,36.7204310000,44,555
150644,55.9022830000,36.8074610000,80,288
105077,55.5995800000,36.4703220000,58,404
126471,55.3434390000,36.1817850000,85,797
163881,55.7658670000,37.4104090000,35,546
305108,55.6062670000,37.4746270000,23,387
214070,55.3542720000,36.4061850000,67,362
3510,55.6813558350,37.4549133540,21,360
3944,55.6636740000,37.3023890000,15,456
206682,55.7339130000,37.4755490000,29,301
107118,55.7400020000,36.8560270000,44,415
101748,55.1816200000,34.3354510000,208,593
308621,55.6412540000,37.5330860000,26,268
150212,55.8983990000,36.8624870000,84,514
162470,55.6399560000,37.3540280000,12,697
164067,55.6436790000,37.3480640000,13,573
320974,55.6623440000,37.5206350000,26,53
145680,55.6430100000,37.3894690000,15,365
210516,55.5735710000,37.2668970000,10,245
158003,55.8955860000,35.5037510000,176,781
209186,55.5577140000,36.6904210000,43,564
215767,55.6122340000,37.3060480000,9,246
158871,55.8037220000,37.4136010000,37,320
134603,55.5591670000,34.9931200000,156,596
313035,55.7224576890,37.4588486550,27,526
308363,55.5917690000,37.4465610000,21,155
140855,55.2125870000,34.3134060000,206,369
50005350,55.6778240000,37.4899800000,23,314
309496,55.3822570000,36.5451460000,56,157
203810,55.8560680000,37.1258880000,58,486
209941,55.7696000000,37.4894640000,34,339
317001,55.9420503670,36.7757821180,86,251
1700,55.5785260330,36.6924165690,42,293
2149,55.6811129080,37.5366237470,27,498
208839,55.6396640000,37.3979160000,15,393
5845,55.6159950000,36.9821220000,28,346
3322,55.2064830000,34.2971020000,208,760
204038,55.8396130000,37.1831830000,53,616
107490,55.7958490000,37.4048750000,36,579
148643,55.7323790000,37.4691650000,28,749
111617,55.6089460000,37.2988470000,8,921
207004,56.2267390000,35.6409550000,166,656
144233,55.5218730000,37.2202390000,17,165
123417,55.6338050000,37.4169520000,17,337
161002,55.6904930000,37.5478710000,28,448
306429,55.6791640000,37.2909720000,18,355
102793,55.6942160000,37.4895210000,24,968
143517,55.5421820000,37.1537630000,12,731
305360,55.7020840000,37.3646970000,20,166
145428,55.8120040000,37.3963310000,36,645
164053,55.7191610000,37.4446380000,27,326
172474,55.7328440000,37.4757640000,29,321
166659,55.4009290000,36.7288540000,44,475
209216,55.5785820000,37.1325090000,9,595
146338,55.7028650000,36.1916140000,83,514
126846,54.7817690000,34.3211010000,255,625
558,55.7432399300,36.8789794910,43,982
203604,55.8761690000,37.1233900000,56,775
162135,55.6886360000,37.5403700000,28,549
101331,55.6717230000,37.5054560000,23,782
202900,55.7208240000,37.4260070000,26,330
204129,55.2004360000,34.3145820000,208,211
306831,55.5102390000,37.0067030000,24,271
6065,55.5662910110,36.9922141690,30,725
126167,55.6604880000,37.5112670000,24,393
107492,55.6512490000,37.4696000000,24,316
312210,55.6972500000,37.4767520000,23,304
141118,55.5501580000,37.0807860000,15,527
207097,55.6294280000,37.2086620000,17,526
124646,55.1349270000,34.3067840000,215,669
309917,55.7641460000,35.9744010000,103,202
133398,55.2041020000,34.2981460000,208,558
311207,55.6521120000,37.1238290000,21,164
168186,55.6403220000,37.3969420000,15,439
321848,55.6833110000,37.5272270000,25,53
50004667,56.0266490000,35.9475860000,132,79
203739,55.7165190000,37.4527670000,25,639
305970,55.7284080000,37.4250360000,27,164
216819,55.6340569620,37.4530974060,19,608
204190,55.4475940000,36.6021590000,55,556
154364,55.7053460000,37.3243740000,21,684
3644,55.6718740000,37.5410360000,28,899
324381,55.5883890000,37.2266610000,2,0
205661,55.7063650000,37.4774620000,26,308
3617,55.7252180000,37.4189540000,26,453
101836,55.3871780000,36.7182840000,45,540
168723,55.6524560000,37.3987430000,16,264
131820,55.7109250000,37.5090080000,26,644
209044,55.6505610000,36.7376820000,46,622
306578,56.0512350000,35.9419000000,135,636
208752,55.5091410000,36.0285690000,84,191
171227,55.8417860000,37.1931630000,51,359
148636,55.6776280000,37.4971810000,24,623
136940,55.8134370000,37.0880420000,55,1257
131735,55.6195170000,37.5007760000,24,685
137168,55.6334470000,37.4321330000,20,284
2168,55.9126133410,36.8584052510,67,391
2210,55.8093430000,37.3265270000,38,601
103456,56.0349000000,35.5188010000,159,649
150875,55.6932250000,37.5037730000,24,873
213296,55.5564370000,37.0713230000,19,350
310406,55.6819960000,37.5424100000,27,163
204250,55.6388303090,37.2197127610,15,475
306482,55.7706590000,37.3752340000,32,77
201108,55.2039070000,34.3092810000,207,266
159458,55.5362420000,37.1531430000,12,507
319664,55.8066310000,37.3242280000,38,378
307585,55.7717930000,37.2356270000,45,206
103390,55.7188750000,37.4248070000,24,775
107441,55.7576960000,37.5182270000,34,538
145795,55.6378940000,37.3220160000,12,625
216340,55.5915490000,37.4251170000,21,527
121720,55.6403560000,37.5331050000,26,259
151271,55.6898370000,37.4929850000,23,427
308976,55.8601910000,37.0422730000,70,314
6037,55.8526120000,37.1906660000,52,587
139565,55.7256130000,37.3537140000,27,538
204965,55.6580480000,37.1972060000,18,514
169007,55.7392042120,37.5248805920,32,494
142989,55.5119100000,36.0400430000,84,413
50002383,55.7136850000,37.3808570000,25,175
103585,55.6834320000,37.3095470000,21,496
161555,55.5922220000,37.0504410000,20,628
212204,55.7262340000,37.4581790000,27,300
131046,55.7299240000,37.4508450000,27,405
212092,55.7246720000,37.3580040000,27,401
209141,55.2065140000,34.2951620000,207,329
50001202,55.7457320000,37.1685400000,34,169
5034,55.5807380000,36.4849660000,55,683
212923,55.5940260000,37.3686760000,14,347
305665,55.5868320000,37.1236070000,11,227
105088,55.7354140000,37.4043660000,28,431
1732,56.0313772060,35.9525234250,132,902
5366,55.4983918900,36.0328474760,84,791
206597,55.6369990000,37.3304640000,11,798
129737,55.7244780000,37.2825400000,23,480
108964,55.7983300000,37.4910050000,37,958
5800,55.7008820000,37.3220090000,21,467
131055,55.6878270000,37.3013900000,21,653
106531,55.6569640000,37.2331740000,15,472
306816,55.6509270000,37.4038360000,16,179
50006650,55.7604130000,37.4065310000,34,0
172792,55.9200230000,36.6064620000,88,453
323168,55.6294871080,37.3402935710,11,0
104766,55.9061010000,36.8610710000,67,705
204087,55.8088620000,37.3274260000,37,285
50005395,55.6993260000,37.4642170000,24,58
5446,55.7139478530,36.8287503180,47,733
310885,55.6322990000,37.4166780000,17,617
106204,55.6642620000,37.5446570000,27,583
50005359,55.6767320000,37.5390650000,27,125
110838,55.6568590000,37.1972960000,18,604
205126,55.7353070000,37.4085250000,26,434
158514,56.0314430000,35.5074610000,160,629
304203,55.5674940000,37.2862200000,13,218
205723,55.6419393650,37.5005634720,23,409
307292,55.6172520000,37.4073500000,19,193
319031,55.6221380000,37.5056840000,24,212
172564,55.6664210000,37.5450000000,28,364
314317,55.6622929880,37.4183433390,19,332
50001533,55.7373600000,37.4257820000,28,277
133010,55.8810760000,36.8014160000,78,753
102403,55.6932780000,37.4703260000,23,325
161863,55.6746510000,37.4965060000,23,593
214212,55.1843510000,34.3398620000,207,347
310426,55.6002470000,37.4134660000,18,160
201183,55.7042692460,36.1997729880,83,417
306501,55.7730890000,37.2322760000,45,298
127540,55.7635080000,37.4084110000,34,317
172025,55.5995600000,36.4571200000,58,710
309315,55.5932730000,37.4257100000,21,250
1127,55.6718670440,37.2682811710,17,607
130299,55.5170490000,36.9831420000,21,485
208857,55.8148240000,37.2456820000,42,467
304547,55.7353620000,37.4123170000,27,394
208960,55.7699800000,37.2463620000,45,565
159526,55.5891930000,37.4534410000,23,577
313620,55.5552299480,34.9807917000,156,83
313030,55.5881790000,36.8925540000,30,380
136641,55.7348260000,37.4546200000,28,712
207917,56.1055410000,35.9170790000,141,276
308135,55.6528160000,37.4076810000,17,184
202423,55.7668303860,37.4869828390,35,365
3056,55.6774360280,37.4477156700,20,471
214648,55.7426540000,36.8672370000,44,262
531,55.5586640000,34.9850950000,156,394
320270,55.6643550000,37.4265010000,20,0
213661,55.6039560000,36.4679900000,58,323
308867,55.7453770000,37.4948620000,31,496
200261,55.6933890000,37.5742740000,31,465
208626,55.7272830000,37.3402440000,30,656
156935,55.4929340000,36.0340350000,84,711
113815,55.6387250000,37.3080970000,12,740
203085,55.1960610000,34.2770480000,209,290
304163,55.7056710000,37.5072140000,25,399
50006535,55.5619960000,36.7019820000,43,9
171330,55.2100480000,34.2872660000,208,197
50005918,55.5869440000,37.1249090000,11,65
150270,55.8882460000,36.4239830000,112,380
5602,55.6921872560,37.4909204230,23,453
162659,55.8560480000,36.9313490000,56,605
145496,55.7258940000,37.5263570000,29,641
126290,55.6109800000,37.2872490000,7,293
213735,55.8636460000,37.1284760000,57,165
123329,55.7696900000,37.4074320000,34,746
161048,55.8373040000,37.1482370000,59,397
307181,55.6925870000,37.4948890000,23,433
124048,55.6189280000,36.9858840000,27,403
201256,55.6434363050,37.0545295080,26,435
5012,55.6775775190,37.2856931810,17,874
165023,55.3928730000,36.7656470000,41,302
206392,55.6810630000,37.4531030000,21,588
153918,55.7429130000,37.4034680000,28,447
158381,55.6918460000,37.5400880000,28,375
150556,55.6367780000,37.3543880000,12,323
128193,55.9123680000,36.8649840000,66,340
158286,55.6604916590,37.4670169480,21,668
163544,55.8589230000,36.7940780000,75,419
306043,55.6035410000,37.3559310000,13,103
206397,55.2700790000,36.8234000000,56,192
208794,55.5540940000,35.0024780000,155,195
317058,55.7348085230,37.5195605390,31,188
161839,55.6468380000,37.3446640000,13,460
320779,55.6683860000,37.4400650000,19,0
162054,55.6441040000,37.4734240000,21,734
323077,55.6688640000,37.4386910000,19,0
149011,55.6172300000,37.4894370000,24,199
305188,55.7178880000,37.4296270000,26,258
200041,55.5569030000,37.3144410000,14,691
3209,55.3747180000,36.7258420000,44,387
50006526,55.5330120000,37.0630510000,17,8
110497,55.6349830000,37.2159510000,16,552
309169,55.6310710000,37.5194710000,27,429
937,55.7730080000,37.4646520000,34,326
123533,55.6363060000,37.5211290000,26,441
306190,55.6262130000,37.3113010000,9,274
131307,55.6044850000,37.3568430000,13,1011
306030,55.4848980000,36.9160600000,29,969
213665,55.6237900000,37.3024100000,8,358
320554,55.5900380000,37.3744610000,14,45
171913,55.7101470000,35.5515330000,128,546
307394,55.5889610000,37.4437380000,21,335
311586,55.5598780000,37.2371180000,9,225
138887,55.6139710000,36.9901110000,22,397
161387,55.7452960000,36.8805230000,43,531
304618,55.6558956030,37.2734535070,13,372
311346,55.6923610000,37.2121170000,24,268
160172,55.6737170000,37.2543210000,16,591
206013,55.5485720000,37.3108610000,18,755
113375,55.7050740000,37.3664680000,20,402
314265,55.7784560000,37.4776180000,36,342
5588,55.8153600000,37.0883900000,55,779
152471,55.8620647930,37.1210956760,58,511
50001132,55.6369900000,37.2603390000,8,271
3147,55.8655653390,37.1149832380,58,1173
322436,55.5950730000,37.4287020000,21,0
50004517,55.6119630000,36.6173880000,49,441
308628,55.6452890000,37.3917500000,15,303
127417,55.7119110000,37.4041170000,25,422
50005515,55.7094340000,37.5029830000,26,63
166786,55.6815040000,37.5160810000,24,310
156209,55.6000590000,36.6913830000,43,597
204532,55.6339480000,37.4715880000,21,470
141725,55.7717000000,37.4943290000,35,408
320384,55.6994460000,37.5527230000,29,15
5356,55.6066540000,37.3516110000,13,511
164444,55.7448440000,36.8762590000,43,396
203116,55.6706760000,37.4768420000,21,271
171853,55.5274800000,35.9720300000,91,192
204604,55.6811630000,37.5449710000,28,202
324595,55.6753210000,37.2793570000,17,0
318959,55.8470032730,37.1901414970,55,17
164200,55.6356090000,37.4362450000,20,426
305782,55.7340980000,37.4686680000,28,609
308419,56.0063410000,36.5973920000,104,250
50006549,55.6120140000,37.2531620000,8,4
124032,55.6208140000,37.4678760000,21,276
213667,55.6415500000,37.3566510000,12,525
320759,55.7519924300,36.8713843370,44,184
138886,55.6027520000,37.1668760000,11,1839
149818,55.5215370000,37.2203580000,17,172
150935,55.6284680000,37.4757300000,22,345
128595,55.8660260000,35.8782810000,113,414
50002966,55.6072140000,37.4130170000,18,229
143687,55.6753460000,37.5413950000,27,415
212034,55.8643690000,37.1212980000,57,261
310861,55.7241450000,37.4252250000,26,294
151927,55.8569460000,37.0426570000,71,718
308114,55.7977010000,37.4829150000,36,211
218034,55.5461840000,35.0162550000,155,339
206512,55.7189070000,37.4349900000,26,598
2832,55.7069736080,37.5718435910,30,16
216554,55.6519780000,37.4860050000,23,538
110614,55.6349210000,37.3201240000,12,937
150239,55.7010150000,36.8711380000,42,338
207572,55.6006080000,37.1741100000,7,640
204282,56.0283900000,35.7457800000,145,368
130962,55.7032730000,36.8763410000,41,344
306275,55.7200250000,37.4270020000,25,136
159587,55.6222140000,37.1340720000,14,197
141620,55.6128760000,37.4113640000,19,423
2874,55.7301000000,36.8560000000,43,582
202933,56.2351580000,35.6439130000,167,465
50005381,55.6993340000,37.4689790000,24,120
50001814,55.6498900000,37.3685360000,14,188
2307,55.6498833670,37.4081357700,16,368
50000575,55.6524150000,34.9422640000,167,174
172178,55.6329350000,37.1277340000,17,526
1840,55.3867613000,36.7479283210,42,559
1867,55.6337087190,37.4852995050,23,581
324380,55.5883890000,37.2266610000,2,0
3584,55.6495897200,37.5294034740,26,714
1394,55.7161050000,37.4066890000,25,630
209886,55.5436440000,37.0809640000,14,387
140533,55.9600900000,36.5690440000,96,927
314105,55.6964580000,37.5704920000,30,114
209437,55.7121220000,37.4990670000,27,132
136804,55.6599110000,37.2368050000,15,677
144928,55.6437610000,37.4808620000,22,578
167414,55.0814959110,35.0084720780,201,685
205593,55.6281100000,37.0251310000,24,570
150970,55.6393190000,36.9726540000,28,657
172014,55.6447040000,37.3858700000,14,472
210355,55.6560840000,37.2302990000,15,312
144973,55.5062880000,36.0145410000,87,483
161803,55.6837680000,37.2666070000,18,654
211489,55.7121850000,37.3942260000,24,414
3613,55.6538258680,37.3858865430,15,714
203485,55.6048590000,37.4129830000,18,454
211034,55.7757370000,37.4639370000,39,518
303237,55.6891200000,37.4716000000,22,242
159663,55.6850370000,37.2814120000,18,275
50003272,55.6738640000,37.5144550000,26,328
200498,55.7435400000,37.4184080000,28,666
5836,55.7240098430,37.4044927120,26,555
144596,55.6332380000,37.4154550000,17,323
2080,55.6823108820,37.2516028540,18,705
101095,55.6615650000,37.5100300000,24,450
210091,55.8084470000,37.3287910000,37,159
50001449,55.7676410000,37.4078510000,35,166
161302,55.7025480000,37.3265070000,21,475
110999,55.6949420000,37.3246540000,21,169
140505,55.6223590000,36.9835010000,27,626
50003819,55.6389780000,37.3794380000,14,134
50003506,55.7700260000,37.2532250000,31,106
172879,55.7100830000,37.3923200000,23,495
146504,56.1710410000,36.1305830000,139,860
163621,55.5397580000,36.0114290000,91,589
203603,55.6553780000,37.4936090000,23,458
309300,55.7167220000,37.3892120000,26,176
105055,55.6983160000,37.4570710000,23,735
105462,55.3808450000,36.7351610000,45,422
102134,55.5930900000,37.3668790000,14,598
155419,55.6515420000,37.4017970000,16,651
151920,55.6782420000,37.5484780000,28,295
312776,55.7923610000,36.0942270000,96,283
153975,55.6255070000,37.4840040000,23,674
212988,55.6490400000,37.5353930000,26,360
122999,55.6373160000,37.3258660000,11,573
157976,55.6376720000,37.5291600000,25,611
154112,55.7370300000,37.4310550000,28,675
301146,55.6573470000,37.4261680000,18,641
105432,55.7473780000,37.4215170000,30,641
147953,55.6352000000,37.5295810000,25,418
308974,55.4394890000,35.7514360000,106,410
212790,55.7710740000,37.4813430000,33,440
307112,55.4969750000,36.0335190000,84,313
207034,55.8118200000,37.2457030000,42,198
108108,55.6755770000,37.5319210000,26,629
130009,56.2280910000,35.6431070000,166,331
50004974,55.6372560000,37.4263840000,21,206
320193,55.8059130000,37.3220180000,37,436
103702,55.7088060000,37.3790880000,21,680
159727,55.6354350000,37.3215800000,12,838
314465,55.6918570000,37.4671020000,22,452
217936,55.5334180000,37.0650080000,16,656
155437,55.9133210000,36.8586640000,67,422
129993,55.5587290000,36.7007490000,43,836
50004560,55.6793360000,37.5614730000,29,277
206765,55.7682940000,37.2388970000,32,620
203133,55.7230570000,36.8714640000,44,236
112153,55.7766460000,37.2408780000,44,1144
142610,55.6619240000,37.1843990000,18,750
205055,55.7566190000,37.4174460000,31,562
214507,55.5421210000,37.0797870000,14,510
144107,56.0316990000,35.9445050000,133,241
319666,55.7640650000,37.4873800000,34,883
151070,55.7406390000,37.4329570000,28,457
208633,55.6592720000,37.2298950000,16,364
307804,55.6361480000,37.3584220000,12,346
300958,55.6039190000,37.4150290000,18,361
131052,55.6953030000,37.3217790000,21,769
2945,55.7245000000,37.4553000000,27,717
3604,55.6838346460,37.2984020670,18,657
169254,55.4217670000,36.0569830000,89,709
50003046,55.4666330000,36.6885690000,52,171
139592,55.5981070000,37.3467700000,12,458
144045,55.3813320000,36.7140380000,44,477
310431,55.6411910000,37.3589260000,12,469
2337,55.7710417170,37.4768288270,33,604
206215,55.8016170000,37.4061630000,36,425
311856,55.6729620000,37.5028250000,23,458
107886,55.7259660000,37.4305480000,26,684
316301,55.6610390000,37.4735360000,21,349
128345,55.6613940000,37.4142210000,20,601
205435,55.8212660000,37.2491670000,44,324
207863,55.7013330000,37.3617050000,20,759
167079,55.7550740000,36.9347280000,46,408
156943,55.6193940000,36.9779440000,27,358
206010,55.8076120000,37.4140960000,37,357
311156,55.6768340000,37.5527410000,28,437
163119,55.7312790000,37.0574820000,30,204
111822,55.7162020000,37.3722140000,27,663
172274,55.8538040000,37.1870000000,52,241
211248,56.0329270000,35.5161430000,159,292
2783,55.7335943010,37.4101551690,27,509
305263,55.6462230000,37.3859780000,15,414
137333,55.6592820000,37.2061440000,17,547
107015,55.7306370000,37.4310300000,28,581
306483,55.6823460000,37.2468650000,18,546
205035,55.6096430000,35.8198510000,105,451
308639,55.7234730000,36.8755340000,44,152
324379,55.5883890000,37.2266610000,2,0
111105,55.6849750000,37.5445300000,28,375
156932,55.6873250000,37.3967960000,21,1066
211188,55.7367300000,37.4183780000,28,718
50002565,55.6563030000,37.2770380000,13,259
204917,55.6419710000,37.3473080000,12,503
1416,55.6480786600,37.5407570850,27,300
158532,55.5038890000,36.0298810000,84,412
205118,55.6895350000,36.6893900000,56,359
206075,55.7949950000,37.4919430000,37,445
317199,55.5565596250,34.9945112710,156,173
171868,55.7448610000,37.4988560000,31,471
5444,55.3803090590,36.7301831520,44,772
204146,55.6242660000,37.3085810000,9,227
155421,55.6739760000,37.5258720000,26,481
310881,55.6903740000,37.5506570000,28,329
124496,55.6288880000,37.4858440000,22,522
204582,55.6546330000,37.4081610000,16,504
50002334,56.0456640000,35.4946560000,161,127
214786,55.3760669140,36.6930830250,46,279
208116,55.6797880000,37.2921760000,18,443
207438,55.6727170000,37.4778120000,22,258
107385,55.5544070000,34.9954630000,155,910
171413,55.6725380000,36.9569230000,32,434
123791,55.5853000000,37.1257160000,11,486
157674,55.3040885050,36.6470713930,55,495
310735,55.5338990000,37.0635940000,17,286
159279,55.7312540000,37.0579090000,30,392
208439,55.6629910000,37.5225180000,26,576
206005,55.7002170000,37.0223130000,28,328
151329,55.6649390000,37.2924740000,16,521
50002123,55.7010550000,37.3944760000,23,190
141915,55.6230820000,36.9832930000,27,201
104989,55.6442800000,37.3884640000,15,420
208725,55.7235310000,37.4171310000,26,419
308053,55.7774620000,37.4571580000,39,194
137977,55.6520640000,37.4248100000,18,343
212537,55.7609960000,36.8568910000,46,639
106644,55.5482960000,36.3721260000,63,1067
123795,55.5996740000,36.4854170000,57,663
161004,55.7457880000,37.5132700000,31,358
159192,55.6016220000,37.4118840000,18,741
164922,55.5321000000,35.6096240000,116,253
50001510,55.7575010000,37.5226920000,34,345
155017,55.6847820000,37.5245970000,25,480
309630,56.0634810000,35.9262900000,137,332
50006127,55.6143780000,37.4727640000,21,113
102348,55.6007050000,37.0325600000,19,1078
205639,55.7033110000,37.5737490000,30,478
210239,55.6410310000,37.5303550000,25,714
309141,55.6374990000,37.5124760000,24,201
212346,55.6172590000,37.4729060000,22,580
50003389,55.5509070000,36.6920230000,43,283
50006111,55.6951100000,37.4963790000,23,106
107423,55.7053200000,37.3193070000,21,492
206414,55.6493780000,37.3962360000,16,595
312681,55.6338870000,37.3321910000,11,464
5327,55.7894626710,37.4798814240,35,774
50003035,55.7131100000,37.3698190000,25,159
3496,55.7398940580,37.4267666600,28,562
207581,55.3751270000,36.7312950000,45,524
5038,55.7153050210,37.4391692960,25,542
130584,55.6945040000,37.4712730000,23,430
139211,55.6150520000,36.8461250000,35,863
311469,55.8145330000,37.0869640000,55,94
216848,55.8397140000,37.1646490000,58,389
2791,55.6266000000,37.3135000000,9,661
161778,55.8662140000,36.5974390000,89,432
124761,55.6646820000,37.4536650000,20,387
139385,55.6249720000,37.3065400000,8,655
143135,55.8639950000,37.0446820000,70,435
208099,55.5831590000,36.4939780000,54,402
106914,55.6837860000,37.5588220000,29,545
102193,55.7077330000,37.4699640000,26,909
309518,55.9882350000,35.9306350000,138,167
50005111,55.6884950000,37.5285660000,26,161
144326,55.7728870000,36.2681270000,92,398
113482,55.6412340000,37.3644020000,13,628
131804,55.5407300000,37.1555960000,12,841
169354,55.6900830000,37.4894070000,23,533
304643,55.7328740000,36.8461260000,44,77
5506,56.0298372750,35.9592033680,132,532
317837,55.7518120000,37.1232920000,39,323
127490,55.6703470000,37.5528010000,28,831
308968,55.7068328970,37.3231620100,21,218
389,55.6864564370,37.2913043660,19,727
203356,55.6623110000,37.2852520000,17,579
50002836,55.7055940000,37.3226370000,21,129
108416,55.7710210000,37.4861270000,34,625
151433,55.7298200000,37.2280210000,29,543
143344,55.6893540000,37.2981700000,19,587
143852,55.7987020000,37.4004230000,35,605
113249,55.6145010000,37.2549400000,8,539
145587,55.5959540000,37.1073190000,12,694
312907,55.5935730000,37.4605290000,21,108
313516,55.8142140000,37.2117850000,44,52
5630,55.5207784590,37.2168717170,17,752
208619,55.6435390000,37.5261060000,25,313
3532,55.6697106580,37.4723069380,21,686
209220,55.6357210000,37.2139950000,16,400
162969,55.9389780000,36.7125970000,92,260
107866,55.6259210000,37.3442010000,12,1258
216108,55.8079240000,37.0024970000,60,978
206361,55.6727520000,37.5550500000,28,633
159698,55.6687570000,37.4525170000,20,417
136777,55.5031950000,36.0371100000,83,415
210797,55.6983340000,37.1516150000,25,772
141667,55.6663790000,37.4706180000,21,452
160076,55.5043790000,36.0162270000,87,345
105867,55.8424090000,37.1248500000,59,957
113084,55.6377870000,37.5112250000,24,524
3257,55.6800304790,37.5472695740,28,548
317121,55.4283675270,36.8646784950,33,97
308773,55.7712860000,37.2359240000,45,472
208597,55.6542340000,37.1532060000,20,348
205271,55.6889010000,37.5690030000,29,407
3913,55.7409490320,37.4744543730,29,807
151819,55.7247420000,37.4671570000,27,421
320633,55.7705980000,37.3976110000,33,5
308045,55.7965284700,37.4928795460,37,261
159540,55.7079180000,37.4814690000,25,782
111547,55.6663040000,37.2852950000,17,285
110559,55.6543940000,37.3999200000,15,715
171985,55.5891460000,37.4475410000,21,526
206335,55.5564000000,34.9991540000,156,196
142378,55.7073630000,37.3231770000,22,296
216736,55.5961120000,37.0468860000,19,267
202983,55.5379860000,37.0726510000,15,489
131527,55.7739190000,37.2393940000,45,649
206641,55.6303630000,37.4825090000,22,373
311094,55.6864970000,37.0736330000,22,109
103840,55.8189330000,37.3977730000,37,887
106268,55.6936470000,37.5456300000,29,470
206869,55.7389800000,37.4373320000,28,388
210697,55.6212230000,37.3061760000,9,301
203897,55.7939910000,37.4932280000,37,141
309777,55.6403350000,37.3091990000,12,195
310918,55.6576770000,37.4250540000,17,369
207449,55.8825010000,37.0569400000,68,537
2845,55.6680709980,37.5237982550,26,867
141900,55.8256940000,37.1370370000,56,339
145102,55.6947960000,37.3220970000,21,934
204506,55.6276850000,36.8661730000,34,355
139218,55.5905950000,37.4523470000,21,455
123687,55.5522840000,36.6901110000,43,323
305547,55.9076920000,35.8452230000,149,214
50004473,55.6873420000,37.4639460000,21,197
169318,55.3021970000,36.0944810000,93,599
307776,55.7569610000,37.5117100000,33,638
163048,55.4304410000,36.8642460000,33,519
214312,55.7115800000,36.8905810000,39,422
129832,55.1681000000,34.3414510000,213,445
156924,56.0164950000,35.9369070000,133,459
204770,55.7334670000,37.4193320000,27,319
160760,55.5754150000,36.7031970000,40,286
164106,55.7619290000,37.4083380000,34,724
168244,55.3847040000,36.7208160000,44,348
103377,55.6332320000,37.5379270000,26,782
126797,55.5485130000,36.6170380000,46,593
161095,55.6986240000,37.3207150000,21,867
158985,55.7361080000,36.8570950000,43,413
125795,55.5481350000,34.9872560000,155,411
309464,55.6568690000,37.2308750000,15,147
138471,55.5105830000,37.2477270000,22,402
2824,55.5049190000,36.0279320000,84,264
141875,55.6681140000,37.4559270000,20,333
3659,55.7131210000,37.4542410000,25,877
316982,55.4292000000,36.8670840000,33,983
161102,55.7176230000,36.8264460000,47,437
