office_id;lat;long;route_num
306068;45.400998;39.385008;133
206933;45.388560547;39.385532224;133
319758;45.402219;39.407484;133
169699;45.463632;39.441623;133
311477;45.46347;39.444214;133
150826;45.468439;39.447896;133
50001543;45.46984;39.453097;133
50001729;45.478031;39.462802;133
123265;45.480523;39.451062;133
306906;45.478568;39.440119;133
50001579;45.472804;39.427516;133
50000874;45.467634;39.432313;133
109252;45.46374;39.421968;133
206675;45.461521;39.416251;133
305071;45.281777;39.429672;134
305572;45.295905;39.565102;134
302675;45.21881967;39.575690915;134
303468;45.213422;39.572567;134
306546;45.217714;39.649445;134
212424;45.212523752;39.663668458;134
206932;45.206691;39.688728;134
306097;45.216108;39.687381;134
325309;45.214882;39.680688;134
163293;45.212838;39.675298;134
3556;45.216681;39.657514;134
300295;45.109548518;39.686205369;134
301277;45.143261;39.583446;134
109175;45.143477;39.593997;134
213557;45.187022;39.661857;134
109182;45.226719;39.215668;135
164420;45.225986;39.219664;135
211757;45.227923674;39.218714813;135
208827;45.235596;39.239103;135
50001159;45.259748;39.230479;135
165971;45.29056;39.280138;135
208899;45.290015;39.262037;135
145267;45.296983;39.243703;135
50006003;45.385877;39.382421;136
145268;45.39053;39.393084;136
50005038;45.384712;39.410601;136
50000287;45.454491;39.448976;136
135686;45.461774;39.450864;136
172585;45.462645;39.461619;136
316336;45.456837;39.462946;136
215266;45.452157229;39.468689204;136
50006866;45.455618;39.472408;136
216209;45.45324;39.492428;136
50006088;45.456705;39.607463;136
215303;45.381845;39.568605;136
320101;45.36763;39.696373;136
309472;45.378021;39.697612;136
113282;45.376255;39.712573;136
302397;45.3643;39.776988;136
304540;45.226056;39.685503;136
112749;45.210983;39.564866;136
50000495;45.287573;39.152021;137
310911;45.332774;39.082761;137
5555;45.351069;39.083283;137
207017;45.34635;39.073788;137
50005412;45.342404;39.064076;137
207075;45.520839;38.941244;137
303415;45.51802;39.002622;137
323980;45.454435;38.992372;137
103923;45.455139;39.018498;137
212778;45.460059;39.030412;137
211519;45.443998;39.005692;137
214519;45.437071001;39.011741729;137
