office,route,time,lat,lng
212923,12,12430.100000,55.594026,37.368676
544,13,825.500000,55.540707,37.082215
5512,13,1938.500000,55.545777,37.085158
141118,13,2961.500000,55.550158,37.080786
142995,13,3943.700000,55.551986,37.081350
305829,13,5006.600000,55.551084,37.071495
304873,13,6029.700000,55.544010,37.072834
209473,13,7229.700000,55.532834,37.060743
310735,13,8164.400000,55.533899,37.063594
217936,13,9101.000000,55.533418,37.065008
50006526,13,10045.800000,55.533012,37.063051
135311,13,11030.700000,55.531239,37.067776
159587,14,1114.000000,55.622214,37.134072
172178,14,2183.600000,55.632935,37.127734
166510,14,3303.200000,55.641539,37.098372
143375,14,4522.200000,55.660800,37.093046
209709,14,5797.200000,55.674798,37.040944
106584,14,7219.600000,55.642304,37.100048
112239,14,8833.300000,55.601412,37.044279
160699,14,9835.200000,55.597537,37.036862
102348,14,10837.400000,55.600705,37.032560
162350,14,11854.400000,55.602671,37.029478
113618,15,741.900000,55.644883,37.365191
308628,15,1935.200000,55.645289,37.391750
113289,15,3040.700000,55.644998,37.398188
206414,15,4080.200000,55.649378,37.396236
113430,15,5133.500000,55.646564,37.407662
211190,15,6112.000000,55.648734,37.406948
2307,15,7075.100000,55.649883,37.408136
306816,15,8053.600000,55.650927,37.403836
155419,15,9003.100000,55.651542,37.401797
307706,15,9979.600000,55.651811,37.396614
168723,15,10944.000000,55.652456,37.398743
3613,15,12010.100000,55.653826,37.385887
320217,16,947.900000,55.653429,37.267050
304618,16,1974.800000,55.655896,37.273454
1127,16,3326.900000,55.671867,37.268281
110583,16,4377.100000,55.670181,37.259093
160172,16,5402.800000,55.673717,37.254321
161720,16,6378.300000,55.674104,37.259937
304886,16,7642.300000,55.665863,37.287837
151329,16,8649.800000,55.664939,37.292474
310966,16,9723.500000,55.669954,37.295148
3944,16,10899.800000,55.663674,37.302389
142224,16,11825.200000,55.663489,37.301237
123108,16,12821.500000,55.660062,37.298986
106531,17,1245.500000,55.656964,37.233174
208633,17,2307.100000,55.659272,37.229895
908,17,3271.700000,55.658567,37.229038
133089,17,4266.400000,55.656694,37.228435
309464,17,5195.600000,55.656869,37.230875
136804,17,6218.000000,55.659911,37.236805
140506,17,7396.800000,55.659612,37.213225
305242,17,8412.800000,55.658810,37.203575
137333,17,9404.600000,55.659282,37.206144
205970,18,986.300000,55.614083,37.386225
157375,18,2235.700000,55.618883,37.414409
170323,18,3287.200000,55.617126,37.408813
170602,18,4268.800000,55.616633,37.410071
129312,18,5282.600000,55.616421,37.416663
141620,18,6364.400000,55.612876,37.411364
306149,18,7460.900000,55.608119,37.412613
50002966,18,8387.700000,55.607214,37.413017
203485,18,9331.400000,55.604859,37.412983
300958,18,10343.000000,55.603919,37.415029
155442,18,11313.900000,55.602383,37.412864
159192,18,12239.100000,55.601622,37.411884
310426,18,13221.400000,55.600247,37.413466
207097,19,1198.400000,55.629428,37.208662
3803,19,2365.500000,55.636932,37.221262
142024,19,3348.400000,55.638551,37.220317
204250,19,4254.900000,55.638830,37.219713
209220,19,5236.400000,55.635721,37.213995
110497,19,6173.700000,55.634983,37.215951
158057,19,7203.600000,55.635916,37.210698
2071,19,8672.200000,55.658648,37.199323
204965,19,9659.300000,55.658048,37.197206
110838,19,10592.000000,55.656859,37.197296
131047,19,11745.700000,55.660473,37.217073
150556,20,694.500000,55.636778,37.354388
172010,20,1973.400000,55.644059,37.405633
204582,20,3028.500000,55.654633,37.408161
173136,20,4014.300000,55.653324,37.409918
308135,20,5014.300000,55.652816,37.407681
308943,20,6047.000000,55.647749,37.410159
105455,20,7010.700000,55.646496,37.414456
157384,20,8007.600000,55.643333,37.411551
154887,20,9050.200000,55.643439,37.409091
123417,20,10202.000000,55.633805,37.416952
316266,20,11417.100000,55.619598,37.416257
107927,20,12441.900000,55.619059,37.407907
307292,20,13403.500000,55.617252,37.407350
158183,20,14927.300000,55.604958,37.353255
5356,20,15930.100000,55.606654,37.351611
306043,20,17024.500000,55.603541,37.355931
138891,21,1330.300000,55.662517,37.424093
314317,21,2378.000000,55.662293,37.418343
128345,21,3379.800000,55.661394,37.414221
310918,21,4528.000000,55.657677,37.425054
301146,21,5520.100000,55.657347,37.426168
164200,21,7081.400000,55.635609,37.436245
137168,21,8334.100000,55.633447,37.432133
50004974,21,9477.800000,55.637256,37.426384
310885,21,10755.500000,55.632299,37.416678
144596,21,11787.800000,55.633238,37.415455
139520,21,12745.700000,55.633087,37.412870
107839,21,13852.900000,55.635266,37.384849
50003819,21,14849.600000,55.638978,37.379438
308486,22,1414.900000,55.681803,37.295652
161086,22,2350.900000,55.681722,37.296739
389,22,3362.100000,55.686456,37.291304
105450,22,4379.100000,55.681842,37.290447
306429,22,5512.000000,55.679164,37.290972
208116,22,6638.700000,55.679788,37.292176
5012,22,7725.600000,55.677578,37.285693
162207,22,8726.900000,55.677881,37.281226
161082,22,9910.000000,55.667244,37.285151
111547,22,10839.200000,55.666304,37.285295
209216,23,718.100000,55.578582,37.132509
127198,23,2135.000000,55.563795,37.092964
1950,23,3321.900000,55.548027,37.071125
1872,23,4538.300000,55.554511,37.071835
213296,23,5516.400000,55.556437,37.071323
210491,23,7367.200000,55.583160,37.037622
207570,23,8491.900000,55.594809,37.042049
2885,23,9502.500000,55.595468,37.043792
216736,23,10448.900000,55.596112,37.046886
303475,23,11417.100000,55.594596,37.051517
161555,23,12397.000000,55.592222,37.050441
164087,24,1316.800000,55.677864,37.254908
161803,24,2364.900000,55.683768,37.266607
50006080,24,3394.000000,55.685464,37.267120
162917,24,4421.000000,55.686210,37.259523
203466,24,5477.700000,55.679411,37.254738
2080,24,6495.800000,55.682311,37.251603
209829,24,7507.200000,55.681158,37.245796
142226,24,8438.500000,55.680365,37.246183
306577,24,9584.500000,55.677905,37.234917
304887,24,10503.600000,55.678397,37.234845
50005804,24,11514.600000,55.678058,37.236862
306483,24,12678.900000,55.682346,37.246865
105643,24,13815.700000,55.676228,37.248839
110559,25,1020.500000,55.654394,37.399920
203875,25,2038.100000,55.656580,37.404797
837,25,3041.500000,55.654113,37.405361
135583,25,4312.600000,55.652086,37.424516
137977,25,5272.100000,55.652064,37.424810
104817,25,6655.700000,55.671998,37.450562
159698,25,7750.800000,55.668757,37.452517
211299,25,8688.700000,55.669922,37.452273
124761,25,9726.600000,55.664682,37.453665
323076,25,10772.100000,55.661125,37.454268
584,25,12374.000000,55.648778,37.369055
213667,25,13467.600000,55.641550,37.356651
312681,25,14610.300000,55.633887,37.332191
160964,26,1361.500000,55.680534,37.281769
3604,26,2463.800000,55.683835,37.298402
50001402,26,3417.100000,55.685148,37.302848
306381,26,4429.200000,55.684173,37.311651
103585,26,5428.000000,55.683432,37.309547
203385,26,6514.500000,55.685270,37.308598
2180,26,7618.400000,55.688173,37.309441
143344,26,8648.400000,55.689354,37.298170
131958,26,9666.800000,55.687784,37.295257
131055,26,10668.500000,55.687827,37.301390
159663,26,11757.500000,55.685037,37.281412
110045,26,12712.400000,55.679740,37.279359
202453,27,1387.600000,55.696976,37.336705
207513,27,2511.800000,55.703449,37.326060
154364,27,3530.200000,55.705346,37.324374
107423,27,4540.200000,55.705320,37.319307
141559,27,5526.700000,55.702747,37.319923
5800,27,6521.700000,55.700882,37.322009
310927,27,7508.700000,55.700409,37.318959
161095,27,8458.000000,55.698624,37.320715
110999,27,9460.700000,55.694942,37.324654
145102,27,10458.800000,55.694796,37.322097
131052,27,11366.900000,55.695303,37.321779
207517,28,1435.200000,55.694018,37.327524
155445,28,2504.700000,55.700918,37.324190
161302,28,3478.300000,55.702548,37.326507
1849,28,4477.500000,55.706129,37.327748
50002836,28,5571.300000,55.705594,37.322637
140594,28,6512.600000,55.704549,37.321279
308968,28,7557.500000,55.706833,37.323162
142378,28,8508.400000,55.707363,37.323177
166062,28,9434.200000,55.707451,37.321577
50002383,28,10929.200000,55.713685,37.380857
50003035,28,12010.300000,55.713110,37.369819
218538,28,13435.900000,55.689564,37.350636
156932,28,14976.300000,55.687325,37.396796
317692,28,15967.800000,55.686157,37.407645
311039,28,16969.600000,55.684605,37.407509
320270,28,18366.100000,55.664355,37.426501
160811,29,1529.400000,55.593156,37.036048
113104,29,2517.000000,55.591585,37.032962
205593,29,3940.100000,55.628110,37.025131
124048,29,5212.400000,55.618928,36.985884
5845,29,6229.800000,55.615995,36.982122
307111,29,7301.000000,55.618390,36.981457
156943,29,8273.300000,55.619394,36.977944
140505,29,9293.600000,55.622359,36.983501
141915,29,10242.400000,55.623082,36.983293
138887,29,11729.600000,55.613971,36.990111
124578,29,12691.700000,55.614728,36.986441
141164,29,13758.500000,55.610992,36.968028
103702,30,1450.400000,55.708806,37.379088
211489,30,2724.400000,55.712185,37.394226
101882,30,3813.400000,55.712973,37.398022
211051,30,4908.200000,55.715755,37.389662
309300,30,5861.600000,55.716722,37.389212
320262,30,6850.100000,55.719632,37.387729
122382,30,7873.400000,55.723307,37.399474
5836,30,8877.800000,55.724010,37.404493
208115,30,9975.900000,55.722107,37.408409
146326,30,11025.700000,55.725448,37.414194
305753,30,12028.700000,55.719926,37.419916
203376,30,12992.200000,55.719009,37.415002
3949,30,14069.900000,55.719773,37.400464
169985,31,1434.100000,55.701352,37.358589
207863,31,2406.400000,55.701333,37.361705
307929,31,3812.600000,55.712497,37.403378
127417,31,4766.900000,55.711911,37.404117
5628,31,5814.500000,55.708692,37.400670
207005,31,6875.400000,55.706150,37.401362
1860,31,8039.500000,55.721397,37.423384
202900,31,8991.200000,55.720824,37.426007
208725,31,10042.500000,55.723531,37.417131
3617,31,11041.900000,55.725218,37.418954
310861,31,12084.700000,55.724145,37.425225
107886,31,13106.200000,55.725966,37.430548
126343,31,14107.400000,55.723281,37.436180
3056,32,1347.300000,55.677436,37.447716
206392,32,2367.500000,55.681063,37.453103
209547,32,3396.400000,55.685183,37.461382
139897,32,4426.000000,55.688682,37.462916
125173,32,5528.300000,55.689035,37.469970
303237,32,6513.000000,55.689120,37.471600
123812,32,7695.600000,55.675174,37.469139
209436,32,8901.800000,55.663349,37.478738
316301,32,9962.800000,55.661039,37.473536
115073,32,10955.900000,55.661672,37.472006
211713,32,11995.700000,55.653510,37.471938
107492,32,12987.500000,55.651249,37.469600
203988,32,13958.600000,55.649317,37.469046
304070,33,602.800000,55.632382,37.335636
171985,33,2231.300000,55.589146,37.447541
152219,33,3193.800000,55.591042,37.447217
308363,33,4124.100000,55.591769,37.446561
214756,33,5106.000000,55.591824,37.444708
307394,33,6063.800000,55.588961,37.443738
139218,33,7130.800000,55.590595,37.452347
105021,33,8160.500000,55.593754,37.457781
171986,33,9128.800000,55.594438,37.459649
312907,33,10072.000000,55.593573,37.460529
215268,33,11118.900000,55.592583,37.462640
305898,33,12036.500000,55.592624,37.461110
152748,33,12996.500000,55.591954,37.457976
50000826,33,13929.500000,55.591538,37.455714
159526,33,15111.500000,55.589193,37.453441
216340,33,16365.400000,55.591549,37.425117
309315,33,17333.900000,55.593273,37.425710
50004559,33,18358.800000,55.593392,37.429659
322436,33,19264.300000,55.595073,37.428702
109410,34,1114.000000,55.514726,36.984434
141854,34,2106.400000,55.515487,36.970839
5964,34,3143.000000,55.511676,36.973766
130299,34,4236.000000,55.517049,36.983142
142180,34,5835.800000,55.553855,36.977142
209905,34,6849.500000,55.554287,36.972402
131720,34,7906.500000,55.558111,36.977648
204696,34,9101.800000,55.567029,36.995659
6065,34,10124.000000,55.566291,36.992214
206511,35,1474.600000,55.667696,37.465164
141667,35,2584.200000,55.666379,37.470618
158286,35,3664.800000,55.660492,37.467017
307563,35,4730.100000,55.655393,37.470260
172502,35,5819.700000,55.660250,37.482744
216554,35,6944.500000,55.651978,37.486005
3773,35,7983.400000,55.647011,37.479860
151543,35,8927.300000,55.646569,37.478442
203603,35,10078.200000,55.655378,37.493609
3947,35,11054.200000,55.657907,37.494739
307633,35,12309.700000,55.655493,37.484667
210355,36,1277.900000,55.656084,37.230299
208597,36,2859.100000,55.654234,37.153206
311207,36,4188.500000,55.652112,37.123829
142610,36,5527.700000,55.661924,37.184399
202637,36,6811.000000,55.680869,37.180362
159679,36,7979.400000,55.681046,37.192628
114037,36,8971.400000,55.678379,37.188384
203333,36,10027.000000,55.685625,37.193532
311346,36,11126.000000,55.692361,37.212117
308603,36,12458.700000,55.705365,37.216545
131037,36,14233.000000,55.678388,37.267812
204532,37,1367.600000,55.633948,37.471588
150935,37,2429.400000,55.628468,37.475730
203820,37,3453.900000,55.632428,37.479340
205590,37,4509.300000,55.631884,37.487065
1867,37,5493.600000,55.633709,37.485300
206641,37,6491.500000,55.630363,37.482509
124496,37,7450.300000,55.628888,37.485844
205304,37,8506.500000,55.623074,37.492536
208387,37,9632.400000,55.619223,37.487155
149011,37,10597.500000,55.617230,37.489437
160814,37,11643.700000,55.618720,37.494054
305108,37,12990.900000,55.606267,37.474627
50006127,37,14230.100000,55.614378,37.472764
124032,37,15306.600000,55.620814,37.467876
212346,37,16294.300000,55.617259,37.472906
216819,38,1192.000000,55.634057,37.453097
155435,38,2688.900000,55.670569,37.471300
3532,38,3652.100000,55.669711,37.472307
155237,38,4889.700000,55.685158,37.480525
120005,38,5896.400000,55.685790,37.484350
151271,38,6977.500000,55.689837,37.492985
169354,38,7991.300000,55.690083,37.489407
5602,38,8993.800000,55.692187,37.490920
307181,38,9985.800000,55.692587,37.494889
157075,38,11081.400000,55.698090,37.495136
102793,38,12132.200000,55.694216,37.489521
308829,38,13203.800000,55.695836,37.484254
162054,39,1347.700000,55.644104,37.473424
144928,39,2521.700000,55.643761,37.480862
205723,39,3726.100000,55.641939,37.500563
203449,39,4702.400000,55.644344,37.497707
310792,39,5760.700000,55.647473,37.497728
204596,39,6694.000000,55.647926,37.498224
2607,39,7675.300000,55.648335,37.500177
171065,39,8900.400000,55.639223,37.512905
113084,39,9920.500000,55.637787,37.511225
309141,39,10849.400000,55.637499,37.512476
132140,39,11919.900000,55.644887,37.510188
100340,39,13132.600000,55.663800,37.486082
304426,39,14354.500000,55.668029,37.442119
3510,40,1384.200000,55.681356,37.454913
102403,40,2473.700000,55.693278,37.470326
130584,40,3443.500000,55.694504,37.471273
50005395,40,4692.800000,55.699326,37.464217
216007,40,5666.500000,55.700145,37.468199
50005381,40,6609.700000,55.699334,37.468979
169755,40,7723.300000,55.705521,37.478988
301560,40,8939.200000,55.702781,37.489614
204235,40,10000.900000,55.702946,37.497780
154293,40,10995.800000,55.701653,37.498870
106169,40,11990.900000,55.703842,37.501124
304163,40,13074.300000,55.705671,37.507214
155426,40,14197.500000,55.702379,37.503872
201071,40,15267.000000,55.702448,37.510802
301718,41,1584.200000,55.667086,37.496776
110037,41,2776.200000,55.666569,37.506918
101095,41,3833.800000,55.661565,37.510030
126167,41,4783.300000,55.660488,37.511267
141117,41,5831.100000,55.663409,37.514197
306385,41,6828.800000,55.661293,37.513233
203450,41,7772.400000,55.661841,37.516009
204812,41,8789.300000,55.664248,37.517590
320974,41,9833.500000,55.662344,37.520635
208439,41,10854.700000,55.662991,37.522518
2845,41,11934.700000,55.668071,37.523798
50003272,41,13023.500000,55.673864,37.514455
204223,41,14083.100000,55.675270,37.521524
3336,41,15028.500000,55.677427,37.517141
202498,41,16689.900000,55.656934,37.406989
50001924,42,1623.500000,55.684457,37.450881
50003068,42,2712.400000,55.691131,37.452535
216544,42,3714.600000,55.693546,37.455579
312210,42,4957.700000,55.697250,37.476752
159540,42,6128.300000,55.707918,37.481469
50001595,42,7121.900000,55.709521,37.474675
205661,42,8165.900000,55.706365,37.477462
102193,42,9248.400000,55.707733,37.469964
171866,42,10326.200000,55.710139,37.469952
215362,42,11404.100000,55.707172,37.460098
156883,42,12494.100000,55.704059,37.461045
105055,42,13758.900000,55.698316,37.457071
125112,42,15123.700000,55.679093,37.446340
320779,42,16219.800000,55.668386,37.440065
3619,43,1487.800000,55.644922,37.495173
145935,43,2516.600000,55.641801,37.501827
311146,43,3574.300000,55.642438,37.510457
210239,43,4750.000000,55.641031,37.530355
121720,43,5760.500000,55.640356,37.533105
308621,43,6700.300000,55.641254,37.533086
208619,43,7672.500000,55.643539,37.526106
311811,43,8691.300000,55.646918,37.525787
210681,43,9856.200000,55.652140,37.523068
5453,43,10973.000000,55.651562,37.517141
5734,43,12107.900000,55.645695,37.518103
203116,44,1468.400000,55.670676,37.476842
144802,44,2575.100000,55.672199,37.492329
161863,44,3715.100000,55.674651,37.496506
148636,44,4763.000000,55.677628,37.497181
311856,44,5890.700000,55.672962,37.502825
101331,44,6871.600000,55.671723,37.505456
157902,44,8122.400000,55.667446,37.517123
155421,44,9220.100000,55.673976,37.525872
211679,44,10257.900000,55.668469,37.534564
50003161,44,11306.100000,55.671752,37.536877
201426,44,12462.400000,55.662928,37.534577
129685,44,13616.600000,55.656667,37.517086
50005304,45,1229.600000,55.668864,37.438691
209270,45,2372.000000,55.676834,37.444826
3659,45,3911.200000,55.713121,37.454241
203739,45,4963.600000,55.716519,37.452767
207446,45,5988.600000,55.718948,37.460214
313035,45,7054.100000,55.722458,37.458849
2945,45,8061.700000,55.724500,37.455300
157978,45,9099.900000,55.721107,37.452532
311074,45,10221.300000,55.722966,37.476335
117372,45,11309.500000,55.725568,37.468412
151819,45,12254.200000,55.724742,37.467157
143655,45,13730.900000,55.714882,37.432759
5038,45,14755.700000,55.715305,37.439169
207438,46,1494.600000,55.672717,37.477812
50005350,46,2539.400000,55.677824,37.489980
3946,46,3667.300000,55.676297,37.510286
166786,46,4744.000000,55.681504,37.516081
157605,46,5771.200000,55.680184,37.524453
589,46,6749.800000,55.678293,37.527926
3618,46,7974.500000,55.681279,37.519587
155017,46,9099.800000,55.684782,37.524597
321848,46,10078.400000,55.683311,37.527227
319542,46,11365.100000,55.685700,37.548050
111105,46,12380.500000,55.684975,37.544530
158381,46,13490.900000,55.691846,37.540088
162135,46,14568.400000,55.688636,37.540370
322541,46,15532.000000,55.686731,37.538943
1418,46,16549.000000,55.684200,37.538211
152460,46,17550.900000,55.680763,37.533499
323826,46,18570.900000,55.683828,37.532008
308076,46,19629.800000,55.686023,37.524290
150875,46,20809.300000,55.693225,37.503773
50002123,47,1474.500000,55.701055,37.394476
206590,47,2581.400000,55.706859,37.397932
172879,47,3559.500000,55.710083,37.392320
50006561,47,4658.500000,55.715200,37.407897
1394,47,5633.300000,55.716105,37.406689
306275,47,6680.900000,55.720025,37.427002
103390,47,7663.100000,55.718875,37.424807
308800,47,8803.400000,55.719236,37.443292
164053,47,9851.300000,55.719161,37.444638
307022,47,10988.800000,55.730938,37.441754
154112,47,12048.700000,55.737030,37.431055
50001533,47,13078.800000,55.737360,37.425782
200559,47,14138.300000,55.737789,37.410802
2783,47,15146.700000,55.733594,37.410155
153918,47,16261.800000,55.742913,37.403468
126290,48,530.300000,55.610980,37.287249
153975,48,2518.400000,55.625507,37.484004
131735,48,3623.800000,55.619517,37.500776
319031,48,4734.900000,55.622138,37.505684
122585,48,5774.000000,55.625300,37.508275
103180,48,6878.100000,55.631093,37.515543
160321,48,7805.600000,55.630763,37.514064
309169,48,8920.400000,55.631071,37.519471
208652,48,9944.800000,55.632885,37.519954
157976,48,11035.300000,55.637672,37.529160
121327,48,12123.000000,55.644310,37.526726
158300,49,1953.200000,55.726519,37.327474
309176,49,2886.400000,55.724870,37.327713
208626,49,4049.200000,55.727283,37.340244
310693,49,5185.300000,55.734532,37.345688
150206,49,6237.700000,55.726827,37.352947
139565,49,7208.200000,55.725613,37.353714
212092,49,8222.800000,55.724672,37.358004
111822,49,9390.200000,55.716202,37.372214
204928,49,10464.200000,55.723292,37.378039
161668,49,11469.700000,55.721383,37.387850
205126,49,12639.100000,55.735307,37.408525
203822,49,13684.900000,55.741885,37.420325
213929,49,14645.200000,55.743597,37.421954
200498,49,15630.600000,55.743540,37.418408
146281,49,16734.100000,55.743806,37.407151
50002693,50,976.900000,55.657008,37.390906
3584,50,2882.200000,55.649590,37.529403
212988,50,3892.300000,55.649040,37.535393
1416,50,4864.600000,55.648079,37.540757
109849,50,5908.100000,55.642173,37.541711
127555,50,6958.600000,55.646139,37.534182
123533,50,8079.400000,55.636306,37.521129
3068,50,9099.700000,55.632334,37.524578
103377,50,10141.800000,55.633232,37.537927
147953,50,11228.100000,55.635200,37.529581
101886,50,12309.500000,55.637711,37.541277
50005111,51,1831.900000,55.688495,37.528566
2471,51,2887.200000,55.689286,37.532397
319146,51,3954.300000,55.691531,37.538134
106268,51,5029.500000,55.693647,37.545630
161002,51,6040.400000,55.690493,37.547871
597,51,7133.300000,55.693707,37.552987
106914,51,8266.000000,55.683786,37.558822
151920,51,9352.300000,55.678242,37.548478
311156,51,10396.800000,55.676834,37.552741
50005359,51,11477.200000,55.676732,37.539065
202942,51,12495.200000,55.676950,37.534333
143687,51,13523.300000,55.675346,37.541395
3644,51,14612.300000,55.671874,37.541036
106204,51,15675.700000,55.664262,37.544657
172564,51,16693.100000,55.666421,37.545000
314465,52,1543.300000,55.691857,37.467102
131046,52,2911.800000,55.729924,37.450845
305782,52,4010.500000,55.734098,37.468668
205243,52,4969.200000,55.735573,37.468032
148643,52,5960.900000,55.732379,37.469165
5988,52,6936.600000,55.733370,37.471735
3913,52,8084.200000,55.740949,37.474454
136641,52,9251.600000,55.734826,37.454620
212204,52,10494.000000,55.726234,37.458179
206512,52,11681.500000,55.718907,37.434990
305188,52,12702.100000,55.717888,37.429627
312361,52,13698.500000,55.716550,37.428320
141875,53,1313.600000,55.668114,37.455927
315228,53,2509.600000,55.659318,37.491359
583,53,3724.800000,55.642073,37.522772
50004560,53,5129.500000,55.679336,37.561473
310406,53,6255.900000,55.681996,37.542410
3257,53,7243.800000,55.680030,37.547270
108108,53,8426.500000,55.675577,37.531921
127490,53,9583.300000,55.670347,37.552801
206361,53,10601.200000,55.672752,37.555050
2149,53,11810.300000,55.681113,37.536624
204604,53,12855.800000,55.681163,37.544971
310881,53,13999.000000,55.690374,37.550657
50004320,53,15089.000000,55.698262,37.553614
320384,53,16100.100000,55.699446,37.552723
135486,53,17940.800000,55.661490,37.422032
205497,54,1266.300000,55.655382,37.230071
210797,54,3216.100000,55.698334,37.151615
157632,54,4587.200000,55.724639,37.158928
163119,54,6182.700000,55.731279,37.057482
159279,54,7111.200000,55.731254,37.057909
