206298;117986;Абакан;Казань;53.722084;91.382578;55.848147;48.843685;3418;;;182011.700000;50.558806 hours;3529346.400000;184856.700000;51.349083 hours;3538461.800000
206298;120762;Абакан;Электросталь;53.722084;91.382578;55.747074;38.4115;4175;;;220005.400000;61.112611 hours;4338477.200000;223768.600000;62.157944 hours;4349615.800000
206298;507;Абакан;Коледино;53.722084;91.382578;55.38614;37.583393;4311;;;223007.000000;61.946389 hours;4409044.300000;226737.300000;62.982583 hours;4420342.000000
206298;161520;Абакан;Новосибирск Пасечная;53.722084;91.382578;55.141009;82.985385;974;;;52103.800000;14.473278 hours;974625.000000;53006.700000;14.724083 hours;976845.900000
206298;213849;Абакан;Кемерово;53.722084;91.382578;55.310288;86.140728;736;;;39764.900000;11.045806 hours;736828.700000;40594.600000;11.276278 hours;738337.200000
300862;117986;Абакан 2;Казань;53.719708;91.376873;55.848147;48.843685;3419;;;181990.400000;50.552889 hours;3529654.200000;184839.000000;51.344167 hours;3538770.700000
300862;120762;Абакан 2;Электросталь;53.719708;91.376873;55.747074;38.4115;4176;;;219984.100000;61.106694 hours;4338785.000000;223750.900000;62.153028 hours;4349924.600000
300862;6145;Абакан 2;Красноярск;53.719708;91.376873;56.075378;92.948591;420;;;21919.100000;6.088639 hours;420857.100000;22204.700000;6.167972 hours;421606.100000
300862;507;Абакан 2;Коледино;53.719708;91.376873;55.38614;37.583393;4312;;;222985.700000;61.940472 hours;4409352.100000;226719.600000;62.977667 hours;4420650.800000
300862;161520;Абакан 2;Новосибирск Пасечная;53.719708;91.376873;55.141009;82.985385;974;;;52082.500000;14.467361 hours;974932.800000;52989.000000;14.719167 hours;977154.700000
300862;213849;Абакан 2;Кемерово;53.719708;91.376873;55.310288;86.140728;737;;;39743.600000;11.039889 hours;737136.500000;40576.900000;11.271361 hours;738646.000000
206348;300219;Алексин;Вологда 2;54.437235;37.464906;59.207319;39.800209;631;;;32507.900000;9.029972 hours;624188.100000;33309.000000;9.252500 hours;632645.400000
206348;118535;Алексин;Нижний-Новгород;54.437235;37.464906;56.169053;43.895555;590;;;28148.800000;7.819111 hours;589479.700000;28626.500000;7.951806 hours;590854.700000
206348;300461;Алексин;Гомель 2;54.437235;37.464906;52.463864;30.940521;603;;;28992.700000;8.053528 hours;562060.700000;29083.800000;8.078833 hours;563205.100000
206348;207803;Алексин;Смоленск;54.437235;37.464906;54.786513;32.100785;451;;;24484.500000;6.801250 hours;452903.000000;24920.400000;6.922333 hours;453995.400000
206348;152588;Алексин;склад продавца Волгоград;54.437235;37.464906;48.75538;44.440715;893;;;46189.000000;12.830278 hours;894863.600000;46946.900000;13.040806 hours;895834.100000
