"car_type","car_type_numb","src","src_coordinates","dst","dst_coordinates"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",214951,"{""latitude"": 43.357235, ""longitude"": 132.122865}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",204952,"{""latitude"": 55.744370258, ""longitude"": 52.479285244}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",210515,"{""latitude"": 55.918678542, ""longitude"": 37.562207434}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",203799,"{""latitude"": 56.122826, ""longitude"": 47.309128}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",205104,"{""latitude"": 54.356576, ""longitude"": 48.598839}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",218402,"{""latitude"": 56.951769, ""longitude"": 40.941105}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",300862,"{""latitude"": 53.719708, ""longitude"": 91.376873}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",2737,"{""latitude"": 59.869844, ""longitude"": 30.519603}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",210001,"{""latitude"": 55.125925956, ""longitude"": 37.556771605}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",140302,"{""latitude"": 51.765435, ""longitude"": 36.131845}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",209209,"{""latitude"": 57.826076, ""longitude"": 28.379243}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",158751,"{""latitude"": 43.088653, ""longitude"": 44.644355}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",133533,"{""latitude"": 47.367228, ""longitude"": 39.712646}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",301957,"{""latitude"": 47.367953, ""longitude"": 39.71672}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",169537,"{""latitude"": 59.620754, ""longitude"": 60.618892}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",160030,"{""latitude"": 52.599422, ""longitude"": 39.392793}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",218628,"{""latitude"": 56.905912, ""longitude"": 53.359074}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",210127,"{""latitude"": 55.58783, ""longitude"": 37.226277}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",214210,"{""latitude"": 55.587577609, ""longitude"": 37.226744222}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",144154,"{""latitude"": 45.032496, ""longitude"": 34.045926}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",301920,"{""latitude"": 44.033866, ""longitude"": 43.165161}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",168458,"{""latitude"": 55.010898, ""longitude"": 73.446973}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",218210,"{""latitude"": 55.823819179, ""longitude"": 38.251653675}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",117442,"{""latitude"": 54.483186, ""longitude"": 36.218078}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",204615,"{""latitude"": 56.516407, ""longitude"": 85.024625}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",311800,"{""latitude"": 59.74376, ""longitude"": 30.509576}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",205349,"{""latitude"": 68.999114, ""longitude"": 33.125556}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",207016,"{""latitude"": 50.593676, ""longitude"": 36.679399}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",132508,"{""latitude"": 55.231372, ""longitude"": 61.299149}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",302856,"{""latitude"": 55.575239899, ""longitude"": 37.697530594}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",158311,"{""latitude"": 44.03429, ""longitude"": 43.164327}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",217081,"{""latitude"": 53.320124, ""longitude"": 34.248998}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",216566,"{""latitude"": 57.924337, ""longitude"": 56.164468}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",172430,"{""latitude"": 53.384265, ""longitude"": 83.739861}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",210937,"{""latitude"": 45.02265, ""longitude"": 34.041361}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",209208,"{""latitude"": 61.729299178, ""longitude"": 50.768561871}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",300864,"{""latitude"": 56.113127507, ""longitude"": 37.180021536}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",211644,"{""latitude"": 56.763865443, ""longitude"": 60.742442033}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",210514,"{""latitude"": 67.203755, ""longitude"": 32.441947}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",209211,"{""latitude"": 43.03146948, ""longitude"": 47.433087104}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",210557,"{""latitude"": 50.898893, ""longitude"": 128.535972}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",161520,"{""latitude"": 55.141009, ""longitude"": 82.985385}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",211470,"{""latitude"": 57.926741, ""longitude"": 59.990923}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",219030,"{""latitude"": 56.30041, ""longitude"": 101.700708}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",204939,"{""latitude"": 51.216218, ""longitude"": 71.509382}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",300168,"{""latitude"": 56.084394, ""longitude"": 37.155605}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",213849,"{""latitude"": 55.310288, ""longitude"": 86.140728}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",158929,"{""latitude"": 51.601574, ""longitude"": 45.943636}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",209207,"{""latitude"": 64.57634987, ""longitude"": 40.596223935}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",149445,"{""latitude"": 54.565769, ""longitude"": 55.931327}"
five_ton_truck,2,507,"{""latitude"": 55.38614, ""longitude"": 37.583393}",302445,"{""latitude"": 55.347781246, ""longitude"": 37.614404928}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",6144,"{""latitude"": 48.7554, ""longitude"": 44.4405}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",686,"{""latitude"": 54.941901, ""longitude"": 82.916459}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",205985,"{""latitude"": 46.312237, ""longitude"": 39.946724}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",117230,"{""latitude"": 53.091476, ""longitude"": 50.126734}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",140302,"{""latitude"": 51.765435, ""longitude"": 36.131845}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",301339,"{""latitude"": 43.611071, ""longitude"": 39.732701}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",158751,"{""latitude"": 43.088653, ""longitude"": 44.644355}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",133533,"{""latitude"": 47.367228, ""longitude"": 39.712646}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",210127,"{""latitude"": 55.58783, ""longitude"": 37.226277}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",144154,"{""latitude"": 45.032496, ""longitude"": 34.045926}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",218210,"{""latitude"": 55.823819179, ""longitude"": 38.251653675}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",311800,"{""latitude"": 59.74376, ""longitude"": 30.509576}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",132508,"{""latitude"": 55.231372, ""longitude"": 61.299149}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",158311,"{""latitude"": 44.03429, ""longitude"": 43.164327}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",209211,"{""latitude"": 43.03146948, ""longitude"": 47.433087104}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",161520,"{""latitude"": 55.141009, ""longitude"": 82.985385}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}"
five_ton_truck,2,130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}",158929,"{""latitude"": 51.601574, ""longitude"": 45.943636}"
five_ton_truck,2,6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}",686,"{""latitude"": 54.941901, ""longitude"": 82.916459}"
five_ton_truck,2,6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}",131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}"
five_ton_truck,2,6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
five_ton_truck,2,6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}",219030,"{""latitude"": 56.30041, ""longitude"": 101.700708}"
five_ton_truck,2,6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}",305110,"{""latitude"": 56.128930131, ""longitude"": 92.963028087}"
five_ton_truck,2,6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}",1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}"
five_ton_truck,2,6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}",300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}"
five_ton_truck,2,6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}",218210,"{""latitude"": 55.823819179, ""longitude"": 38.251653675}"
five_ton_truck,2,6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
five_ton_truck,2,6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}",205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}"
five_ton_truck,2,6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}",213849,"{""latitude"": 55.310288, ""longitude"": 86.140728}"
five_ton_truck,2,205985,"{""latitude"": 46.312237, ""longitude"": 39.946724}",130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}"
five_ton_truck,2,205985,"{""latitude"": 46.312237, ""longitude"": 39.946724}",208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}"
five_ton_truck,2,205985,"{""latitude"": 46.312237, ""longitude"": 39.946724}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
five_ton_truck,2,205985,"{""latitude"": 46.312237, ""longitude"": 39.946724}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
five_ton_truck,2,205985,"{""latitude"": 46.312237, ""longitude"": 39.946724}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,205985,"{""latitude"": 46.312237, ""longitude"": 39.946724}",218616,"{""latitude"": 47.366609, ""longitude"": 39.716696}"
five_ton_truck,2,205985,"{""latitude"": 46.312237, ""longitude"": 39.946724}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
five_ton_truck,2,302335,"{""latitude"": 53.101049, ""longitude"": 46.583858}",133858,"{""latitude"": 53.23448, ""longitude"": 44.906253}"
five_ton_truck,2,302335,"{""latitude"": 53.101049, ""longitude"": 46.583858}",211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}"
five_ton_truck,2,302335,"{""latitude"": 53.101049, ""longitude"": 46.583858}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
five_ton_truck,2,302335,"{""latitude"": 53.101049, ""longitude"": 46.583858}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
five_ton_truck,2,302335,"{""latitude"": 53.101049, ""longitude"": 46.583858}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
five_ton_truck,2,302335,"{""latitude"": 53.101049, ""longitude"": 46.583858}",120162,"{""latitude"": 52.281997, ""longitude"": 104.294891}"
five_ton_truck,2,302335,"{""latitude"": 53.101049, ""longitude"": 46.583858}",117501,"{""latitude"": 55.413049, ""longitude"": 37.588278}"
five_ton_truck,2,302335,"{""latitude"": 53.101049, ""longitude"": 46.583858}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
five_ton_truck,2,302335,"{""latitude"": 53.101049, ""longitude"": 46.583858}",300864,"{""latitude"": 56.113127507, ""longitude"": 37.180021536}"
five_ton_truck,2,302335,"{""latitude"": 53.101049, ""longitude"": 46.583858}",117230,"{""latitude"": 53.091476, ""longitude"": 50.126734}"
five_ton_truck,2,140302,"{""latitude"": 51.765435, ""longitude"": 36.131845}",211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}"
five_ton_truck,2,140302,"{""latitude"": 51.765435, ""longitude"": 36.131845}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
five_ton_truck,2,140302,"{""latitude"": 51.765435, ""longitude"": 36.131845}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,140302,"{""latitude"": 51.765435, ""longitude"": 36.131845}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
five_ton_truck,2,140302,"{""latitude"": 51.765435, ""longitude"": 36.131845}",207016,"{""latitude"": 50.593676, ""longitude"": 36.679399}"
five_ton_truck,2,160030,"{""latitude"": 52.599422, ""longitude"": 39.392793}",133858,"{""latitude"": 53.23448, ""longitude"": 44.906253}"
five_ton_truck,2,160030,"{""latitude"": 52.599422, ""longitude"": 39.392793}",211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}"
five_ton_truck,2,160030,"{""latitude"": 52.599422, ""longitude"": 39.392793}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
five_ton_truck,2,160030,"{""latitude"": 52.599422, ""longitude"": 39.392793}",117866,"{""latitude"": 52.727738, ""longitude"": 41.387093}"
five_ton_truck,2,160030,"{""latitude"": 52.599422, ""longitude"": 39.392793}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
five_ton_truck,2,160030,"{""latitude"": 52.599422, ""longitude"": 39.392793}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
five_ton_truck,2,160030,"{""latitude"": 52.599422, ""longitude"": 39.392793}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,160030,"{""latitude"": 52.599422, ""longitude"": 39.392793}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
five_ton_truck,2,209211,"{""latitude"": 43.03146948, ""longitude"": 47.433087104}",130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}"
five_ton_truck,2,209211,"{""latitude"": 43.03146948, ""longitude"": 47.433087104}",208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}"
five_ton_truck,2,209211,"{""latitude"": 43.03146948, ""longitude"": 47.433087104}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
five_ton_truck,2,209211,"{""latitude"": 43.03146948, ""longitude"": 47.433087104}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,209211,"{""latitude"": 43.03146948, ""longitude"": 47.433087104}",218616,"{""latitude"": 47.366609, ""longitude"": 39.716696}"
five_ton_truck,2,209211,"{""latitude"": 43.03146948, ""longitude"": 47.433087104}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
five_ton_truck,2,205349,"{""latitude"": 68.999114, ""longitude"": 33.125556}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,205349,"{""latitude"": 68.999114, ""longitude"": 33.125556}",311800,"{""latitude"": 59.74376, ""longitude"": 30.509576}"
five_ton_truck,2,205349,"{""latitude"": 68.999114, ""longitude"": 33.125556}",210514,"{""latitude"": 67.203755, ""longitude"": 32.441947}"
five_ton_truck,2,204952,"{""latitude"": 55.744370258, ""longitude"": 52.479285244}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
five_ton_truck,2,204952,"{""latitude"": 55.744370258, ""longitude"": 52.479285244}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,204952,"{""latitude"": 55.744370258, ""longitude"": 52.479285244}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",6144,"{""latitude"": 48.7554, ""longitude"": 44.4405}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",686,"{""latitude"": 54.941901, ""longitude"": 82.916459}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",205985,"{""latitude"": 46.312237, ""longitude"": 39.946724}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",158751,"{""latitude"": 43.088653, ""longitude"": 44.644355}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",133533,"{""latitude"": 47.367228, ""longitude"": 39.712646}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",301957,"{""latitude"": 47.367953, ""longitude"": 39.71672}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",210127,"{""latitude"": 55.58783, ""longitude"": 37.226277}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",144154,"{""latitude"": 45.032496, ""longitude"": 34.045926}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",311800,"{""latitude"": 59.74376, ""longitude"": 30.509576}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",301920,"{""latitude"": 44.033866, ""longitude"": 43.165161}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",209211,"{""latitude"": 43.03146948, ""longitude"": 47.433087104}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",161520,"{""latitude"": 55.141009, ""longitude"": 82.985385}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",210001,"{""latitude"": 55.125925956, ""longitude"": 37.556771605}"
five_ton_truck,2,208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}",158929,"{""latitude"": 51.601574, ""longitude"": 45.943636}"
five_ton_truck,2,211470,"{""latitude"": 57.926741, ""longitude"": 59.990923}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
five_ton_truck,2,211470,"{""latitude"": 57.926741, ""longitude"": 59.990923}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,211470,"{""latitude"": 57.926741, ""longitude"": 59.990923}",1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}"
five_ton_truck,2,211470,"{""latitude"": 57.926741, ""longitude"": 59.990923}",300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}"
five_ton_truck,2,211470,"{""latitude"": 57.926741, ""longitude"": 59.990923}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
five_ton_truck,2,211470,"{""latitude"": 57.926741, ""longitude"": 59.990923}",216566,"{""latitude"": 57.924337, ""longitude"": 56.164468}"
five_ton_truck,2,118535,"{""latitude"": 56.169053, ""longitude"": 43.895555}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
five_ton_truck,2,118535,"{""latitude"": 56.169053, ""longitude"": 43.895555}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
five_ton_truck,2,118535,"{""latitude"": 56.169053, ""longitude"": 43.895555}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
five_ton_truck,2,118535,"{""latitude"": 56.169053, ""longitude"": 43.895555}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,118535,"{""latitude"": 56.169053, ""longitude"": 43.895555}",218210,"{""latitude"": 55.823819179, ""longitude"": 38.251653675}"
five_ton_truck,2,118535,"{""latitude"": 56.169053, ""longitude"": 43.895555}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
five_ton_truck,2,206708,"{""latitude"": 53.760427, ""longitude"": 87.092846}",686,"{""latitude"": 54.941901, ""longitude"": 82.916459}"
five_ton_truck,2,206708,"{""latitude"": 53.760427, ""longitude"": 87.092846}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
five_ton_truck,2,206708,"{""latitude"": 53.760427, ""longitude"": 87.092846}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,206708,"{""latitude"": 53.760427, ""longitude"": 87.092846}",300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}"
five_ton_truck,2,206708,"{""latitude"": 53.760427, ""longitude"": 87.092846}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
five_ton_truck,2,206708,"{""latitude"": 53.760427, ""longitude"": 87.092846}",161520,"{""latitude"": 55.141009, ""longitude"": 82.985385}"
five_ton_truck,2,206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
five_ton_truck,2,206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}",207743,"{""latitude"": 55.996703739, ""longitude"": 37.883953939}"
five_ton_truck,2,206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
five_ton_truck,2,206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}",210515,"{""latitude"": 55.918678542, ""longitude"": 37.562207434}"
five_ton_truck,2,206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
five_ton_truck,2,206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}",210127,"{""latitude"": 55.58783, ""longitude"": 37.226277}"
five_ton_truck,2,206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}",218616,"{""latitude"": 47.366609, ""longitude"": 39.716696}"
five_ton_truck,2,206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}",218210,"{""latitude"": 55.823819179, ""longitude"": 38.251653675}"
five_ton_truck,2,206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}",300864,"{""latitude"": 56.113127507, ""longitude"": 37.180021536}"
five_ton_truck,2,206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
five_ton_truck,2,206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}",205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}"
five_ton_truck,2,206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}",207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}"
five_ton_truck,2,206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}",210001,"{""latitude"": 55.125925956, ""longitude"": 37.556771605}"
