"car_type","car_type_numb","src","src_coordinates","dst","dst_coordinates"
ninety_truck,3,218402,"{""latitude"": 56.951769, ""longitude"": 40.941105}",218623,"{""latitude"": 55.411823, ""longitude"": 37.589796}"
ninety_truck,3,218402,"{""latitude"": 56.951769, ""longitude"": 40.941105}",300865,"{""latitude"": 56.113115518, ""longitude"": 37.180161011}"
ninety_truck,3,218402,"{""latitude"": 56.951769, ""longitude"": 40.941105}",207803,"{""latitude"": 54.786513, ""longitude"": 32.100785}"
ninety_truck,3,218402,"{""latitude"": 56.951769, ""longitude"": 40.941105}",210001,"{""latitude"": 55.125925956, ""longitude"": 37.556771605}"
ninety_truck,3,6144,"{""latitude"": 48.7554, ""longitude"": 44.4405}",130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}"
ninety_truck,3,6144,"{""latitude"": 48.7554, ""longitude"": 44.4405}",208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}"
ninety_truck,3,6144,"{""latitude"": 48.7554, ""longitude"": 44.4405}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
ninety_truck,3,6144,"{""latitude"": 48.7554, ""longitude"": 44.4405}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
ninety_truck,3,6144,"{""latitude"": 48.7554, ""longitude"": 44.4405}",169872,"{""latitude"": 46.312097, ""longitude"": 48.056881}"
ninety_truck,3,6144,"{""latitude"": 48.7554, ""longitude"": 44.4405}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
ninety_truck,3,6144,"{""latitude"": 48.7554, ""longitude"": 44.4405}",121703,"{""latitude"": 55.743971, ""longitude"": 38.419892}"
ninety_truck,3,6144,"{""latitude"": 48.7554, ""longitude"": 44.4405}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
ninety_truck,3,6144,"{""latitude"": 48.7554, ""longitude"": 44.4405}",158929,"{""latitude"": 51.601574, ""longitude"": 45.943636}"
ninety_truck,3,6144,"{""latitude"": 48.7554, ""longitude"": 44.4405}",301516,"{""latitude"": 48.779894, ""longitude"": 44.51004}"
ninety_truck,3,203631,"{""latitude"": 59.234185, ""longitude"": 39.923862}",207404,"{""latitude"": 57.662651, ""longitude"": 39.78925}"
ninety_truck,3,203631,"{""latitude"": 59.234185, ""longitude"": 39.923862}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
ninety_truck,3,203631,"{""latitude"": 59.234185, ""longitude"": 39.923862}",210515,"{""latitude"": 55.918678542, ""longitude"": 37.562207434}"
ninety_truck,3,203631,"{""latitude"": 59.234185, ""longitude"": 39.923862}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
ninety_truck,3,203631,"{""latitude"": 59.234185, ""longitude"": 39.923862}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
ninety_truck,3,203631,"{""latitude"": 59.234185, ""longitude"": 39.923862}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
ninety_truck,3,300219,"{""latitude"": 59.207319, ""longitude"": 39.800209}",207404,"{""latitude"": 57.662651, ""longitude"": 39.78925}"
ninety_truck,3,300219,"{""latitude"": 59.207319, ""longitude"": 39.800209}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
ninety_truck,3,300219,"{""latitude"": 59.207319, ""longitude"": 39.800209}",210515,"{""latitude"": 55.918678542, ""longitude"": 37.562207434}"
ninety_truck,3,300219,"{""latitude"": 59.207319, ""longitude"": 39.800209}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
ninety_truck,3,300219,"{""latitude"": 59.207319, ""longitude"": 39.800209}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
ninety_truck,3,300219,"{""latitude"": 59.207319, ""longitude"": 39.800209}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
ninety_truck,3,300219,"{""latitude"": 59.207319, ""longitude"": 39.800209}",311800,"{""latitude"": 59.74376, ""longitude"": 30.509576}"
ninety_truck,3,130486,"{""latitude"": 51.672394, ""longitude"": 39.296102}",211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}"
ninety_truck,3,130486,"{""latitude"": 51.672394, ""longitude"": 39.296102}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
ninety_truck,3,130486,"{""latitude"": 51.672394, ""longitude"": 39.296102}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
ninety_truck,3,130486,"{""latitude"": 51.672394, ""longitude"": 39.296102}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
ninety_truck,3,130486,"{""latitude"": 51.672394, ""longitude"": 39.296102}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",133858,"{""latitude"": 53.23448, ""longitude"": 44.906253}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",130486,"{""latitude"": 51.672394, ""longitude"": 39.296102}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",117866,"{""latitude"": 52.727738, ""longitude"": 41.387093}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",218616,"{""latitude"": 47.366609, ""longitude"": 39.716696}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",140302,"{""latitude"": 51.765435, ""longitude"": 36.131845}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",133533,"{""latitude"": 47.367228, ""longitude"": 39.712646}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",160030,"{""latitude"": 52.599422, ""longitude"": 39.392793}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
ninety_truck,3,211415,"{""latitude"": 51.800428813, ""longitude"": 39.21810555}",217081,"{""latitude"": 53.320124, ""longitude"": 34.248998}"
ninety_truck,3,207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}",207743,"{""latitude"": 55.996703739, ""longitude"": 37.883953939}"
ninety_truck,3,207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
ninety_truck,3,207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
ninety_truck,3,207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}",210515,"{""latitude"": 55.918678542, ""longitude"": 37.562207434}"
ninety_truck,3,207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
ninety_truck,3,207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}",300168,"{""latitude"": 56.084394, ""longitude"": 37.155605}"
ninety_truck,3,207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}",210127,"{""latitude"": 55.58783, ""longitude"": 37.226277}"
ninety_truck,3,207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}",218210,"{""latitude"": 55.823819179, ""longitude"": 38.251653675}"
ninety_truck,3,207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}",300864,"{""latitude"": 56.113127507, ""longitude"": 37.180021536}"
ninety_truck,3,207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
ninety_truck,3,207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}",218623,"{""latitude"": 55.411823, ""longitude"": 37.589796}"
ninety_truck,3,207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}",205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}"
ninety_truck,3,207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}",117672,"{""latitude"": 58.549683, ""longitude"": 31.259813}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",686,"{""latitude"": 54.941901, ""longitude"": 82.916459}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",207743,"{""latitude"": 55.996703739, ""longitude"": 37.883953939}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",117819,"{""latitude"": 57.142964, ""longitude"": 65.597514}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",206968,"{""latitude"": 55.125659, ""longitude"": 37.556262}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",117230,"{""latitude"": 53.091476, ""longitude"": 50.126734}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",210515,"{""latitude"": 55.918678542, ""longitude"": 37.562207434}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",302856,"{""latitude"": 55.575239899, ""longitude"": 37.697530594}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",210127,"{""latitude"": 55.58783, ""longitude"": 37.226277}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",218616,"{""latitude"": 47.366609, ""longitude"": 39.716696}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",218210,"{""latitude"": 55.823819179, ""longitude"": 38.251653675}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",300864,"{""latitude"": 56.113127507, ""longitude"": 37.180021536}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",311800,"{""latitude"": 59.74376, ""longitude"": 30.509576}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",132508,"{""latitude"": 55.231372, ""longitude"": 61.299149}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",300168,"{""latitude"": 56.084394, ""longitude"": 37.155605}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",302445,"{""latitude"": 55.347781246, ""longitude"": 37.614404928}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",210001,"{""latitude"": 55.125925956, ""longitude"": 37.556771605}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",218623,"{""latitude"": 55.411823, ""longitude"": 37.589796}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",117501,"{""latitude"": 55.413049, ""longitude"": 37.588278}"
ninety_truck,3,205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}",149445,"{""latitude"": 54.565769, ""longitude"": 55.931327}"
ninety_truck,3,208941,"{""latitude"": 55.419053328, ""longitude"": 37.705055377}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
ninety_truck,3,208941,"{""latitude"": 55.419053328, ""longitude"": 37.705055377}",210515,"{""latitude"": 55.918678542, ""longitude"": 37.562207434}"
ninety_truck,3,208941,"{""latitude"": 55.419053328, ""longitude"": 37.705055377}",210127,"{""latitude"": 55.58783, ""longitude"": 37.226277}"
ninety_truck,3,208941,"{""latitude"": 55.419053328, ""longitude"": 37.705055377}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
ninety_truck,3,208941,"{""latitude"": 55.419053328, ""longitude"": 37.705055377}",205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}"
ninety_truck,3,208941,"{""latitude"": 55.419053328, ""longitude"": 37.705055377}",207022,"{""latitude"": 55.968988, ""longitude"": 37.320131}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",686,"{""latitude"": 54.941901, ""longitude"": 82.916459}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",117819,"{""latitude"": 57.142964, ""longitude"": 65.597514}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",161003,"{""latitude"": 61.244861, ""longitude"": 73.500957}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",311800,"{""latitude"": 59.74376, ""longitude"": 30.509576}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",133533,"{""latitude"": 47.367228, ""longitude"": 39.712646}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",169537,"{""latitude"": 59.620754, ""longitude"": 60.618892}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",168458,"{""latitude"": 55.010898, ""longitude"": 73.446973}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",218225,"{""latitude"": 55.150464, ""longitude"": 61.448817}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",216566,"{""latitude"": 57.924337, ""longitude"": 56.164468}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",211644,"{""latitude"": 56.763865443, ""longitude"": 60.742442033}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",161520,"{""latitude"": 55.141009, ""longitude"": 82.985385}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",211470,"{""latitude"": 57.926741, ""longitude"": 59.990923}"
ninety_truck,3,1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}",300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}"
ninety_truck,3,211644,"{""latitude"": 56.763865443, ""longitude"": 60.742442033}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
ninety_truck,3,211644,"{""latitude"": 56.763865443, ""longitude"": 60.742442033}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
ninety_truck,3,211644,"{""latitude"": 56.763865443, ""longitude"": 60.742442033}",1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}"
ninety_truck,3,211644,"{""latitude"": 56.763865443, ""longitude"": 60.742442033}",169537,"{""latitude"": 59.620754, ""longitude"": 60.618892}"
ninety_truck,3,211644,"{""latitude"": 56.763865443, ""longitude"": 60.742442033}",168458,"{""latitude"": 55.010898, ""longitude"": 73.446973}"
ninety_truck,3,211644,"{""latitude"": 56.763865443, ""longitude"": 60.742442033}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
ninety_truck,3,211644,"{""latitude"": 56.763865443, ""longitude"": 60.742442033}",218225,"{""latitude"": 55.150464, ""longitude"": 61.448817}"
ninety_truck,3,211644,"{""latitude"": 56.763865443, ""longitude"": 60.742442033}",211470,"{""latitude"": 57.926741, ""longitude"": 59.990923}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",205205,"{""latitude"": 58.571995, ""longitude"": 49.576179}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",686,"{""latitude"": 54.941901, ""longitude"": 82.916459}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",130744,"{""latitude"": 45.055356, ""longitude"": 39.067991}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",117819,"{""latitude"": 57.142964, ""longitude"": 65.597514}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",208277,"{""latitude"": 44.662695, ""longitude"": 41.896576}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",161003,"{""latitude"": 61.244861, ""longitude"": 73.500957}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",206708,"{""latitude"": 53.760427, ""longitude"": 87.092846}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",206236,"{""latitude"": 55.328742812, ""longitude"": 37.82100529}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",215020,"{""latitude"": 43.451061555, ""longitude"": 77.032102758}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",205104,"{""latitude"": 54.356576, ""longitude"": 48.598839}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",218402,"{""latitude"": 56.951769, ""longitude"": 40.941105}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",118019,"{""latitude"": 47.367529, ""longitude"": 39.714059}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",169537,"{""latitude"": 59.620754, ""longitude"": 60.618892}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",218628,"{""latitude"": 56.905912, ""longitude"": 53.359074}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",168458,"{""latitude"": 55.010898, ""longitude"": 73.446973}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",216566,"{""latitude"": 57.924337, ""longitude"": 56.164468}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",218210,"{""latitude"": 55.823819179, ""longitude"": 38.251653675}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",204615,"{""latitude"": 56.516407, ""longitude"": 85.024625}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",311800,"{""latitude"": 59.74376, ""longitude"": 30.509576}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",218225,"{""latitude"": 55.150464, ""longitude"": 61.448817}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",205228,"{""latitude"": 55.65431, ""longitude"": 37.888459}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",172430,"{""latitude"": 53.384265, ""longitude"": 83.739861}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",211644,"{""latitude"": 56.763865443, ""longitude"": 60.742442033}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",161520,"{""latitude"": 55.141009, ""longitude"": 82.985385}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",211470,"{""latitude"": 57.926741, ""longitude"": 59.990923}"
ninety_truck,3,300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}",213849,"{""latitude"": 55.310288, ""longitude"": 86.140728}"
ninety_truck,3,218402,"{""latitude"": 56.951769, ""longitude"": 40.941105}",203631,"{""latitude"": 59.234185, ""longitude"": 39.923862}"
ninety_truck,3,218402,"{""latitude"": 56.951769, ""longitude"": 40.941105}",144649,"{""latitude"": 56.09682, ""longitude"": 40.354817}"
ninety_truck,3,218402,"{""latitude"": 56.951769, ""longitude"": 40.941105}",301760,"{""latitude"": 54.678615, ""longitude"": 39.571775}"
ninety_truck,3,218402,"{""latitude"": 56.951769, ""longitude"": 40.941105}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
ninety_truck,3,218402,"{""latitude"": 56.951769, ""longitude"": 40.941105}",300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}"
ninety_truck,3,218402,"{""latitude"": 56.951769, ""longitude"": 40.941105}",301339,"{""latitude"": 43.611071, ""longitude"": 39.732701}"
ninety_truck,3,218628,"{""latitude"": 56.905912, ""longitude"": 53.359074}",300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}"
ninety_truck,3,218628,"{""latitude"": 56.905912, ""longitude"": 53.359074}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
ninety_truck,3,218628,"{""latitude"": 56.905912, ""longitude"": 53.359074}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
ninety_truck,3,218628,"{""latitude"": 56.905912, ""longitude"": 53.359074}",1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}"
ninety_truck,3,218628,"{""latitude"": 56.905912, ""longitude"": 53.359074}",218210,"{""latitude"": 55.823819179, ""longitude"": 38.251653675}"
ninety_truck,3,218628,"{""latitude"": 56.905912, ""longitude"": 53.359074}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",686,"{""latitude"": 54.941901, ""longitude"": 82.916459}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",218674,"{""latitude"": 52.007122, ""longitude"": 113.560661}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",6145,"{""latitude"": 56.075378, ""longitude"": 92.948591}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",218210,"{""latitude"": 55.823819179, ""longitude"": 38.251653675}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",507,"{""latitude"": 55.38614, ""longitude"": 37.583393}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",311800,"{""latitude"": 59.74376, ""longitude"": 30.509576}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",161520,"{""latitude"": 55.141009, ""longitude"": 82.985385}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",213849,"{""latitude"": 55.310288, ""longitude"": 86.140728}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",218644,"{""latitude"": 48.449259, ""longitude"": 135.12843}"
ninety_truck,3,131643,"{""latitude"": 52.319649, ""longitude"": 104.248228}",303024,"{""latitude"": 51.840969, ""longitude"": 107.641213}"
ninety_truck,3,213849,"{""latitude"": 55.310288, ""longitude"": 86.140728}",686,"{""latitude"": 54.941901, ""longitude"": 82.916459}"
ninety_truck,3,213849,"{""latitude"": 55.310288, ""longitude"": 86.140728}",206348,"{""latitude"": 54.437235, ""longitude"": 37.464906}"
ninety_truck,3,213849,"{""latitude"": 55.310288, ""longitude"": 86.140728}",206385,"{""latitude"": 52.068117854, ""longitude"": 113.416542487}"
ninety_truck,3,213849,"{""latitude"": 55.310288, ""longitude"": 86.140728}",214951,"{""latitude"": 43.357235, ""longitude"": 132.122865}"
ninety_truck,3,213849,"{""latitude"": 55.310288, ""longitude"": 86.140728}",117986,"{""latitude"": 55.848147, ""longitude"": 48.843685}"
ninety_truck,3,213849,"{""latitude"": 55.310288, ""longitude"": 86.140728}",120762,"{""latitude"": 55.747074, ""longitude"": 38.4115}"
ninety_truck,3,213849,"{""latitude"": 55.310288, ""longitude"": 86.140728}",1733,"{""latitude"": 56.767604, ""longitude"": 60.81316}"
ninety_truck,3,213849,"{""latitude"": 55.310288, ""longitude"": 86.140728}",300571,"{""latitude"": 56.726696, ""longitude"": 60.578278}"
ninety_truck,3,213849,"{""latitude"": 55.310288, ""longitude"": 86.140728}",218210,"{""latitude"": 55.823819179, ""longitude"": 38.251653675}"
