route_id,office_id,hub_office_id,latitude,longitude,latitude,longitude
172,217678,301562,55.59003931,37.227566347,44.662814,41.895601
172,218616,208277,47.366609,39.716696,44.662695,41.896576
172,300571,208277,56.726696,60.578278,44.662695,41.896576
172,300715,208277,40.119453552,44.521782168,44.662695,41.896576
172,301229,208277,55.43485,37.611832,44.662695,41.896576
172,301920,208277,44.033866,43.165161,44.662695,41.896576
172,301983,208277,48.753836,44.481276,44.662695,41.896576
172,306771,208277,51.450719,46.136673,44.662695,41.896576
172,312617,301562,55.821289315,38.241913137,44.662814,41.895601
173,302571,208277,40.13613559,44.448282964,44.662695,41.896576
177,507,161003,55.38614,37.583393,61.244861,73.500957
177,1733,161003,56.767604,60.81316,61.244861,73.500957
177,117819,161003,57.142964,65.597514,61.244861,73.500957
177,117986,161003,55.848147,48.843685,61.244861,73.500957
177,120762,161003,55.747074,38.4115,61.244861,73.500957
177,300571,161003,56.726696,60.578278,61.244861,73.500957
177,303221,161003,63.176843991,75.470132355,61.244861,73.500957
180,2737,208277,59.869844,30.519603,44.662695,41.896576
186,507,211415,55.38614,37.583393,51.800428813,39.21810555
186,117866,133858,52.727738,41.387093,53.23448,44.906253
186,117986,211415,55.848147,48.843685,51.800428813,39.21810555
186,120762,211415,55.747074,38.4115,51.800428813,39.21810555
186,130486,211415,51.672394,39.296102,51.800428813,39.21810555
186,133858,211415,53.23448,44.906253,51.800428813,39.21810555
186,140302,211415,51.765435,36.131845,51.800428813,39.21810555
186,160030,211415,52.599422,39.392793,51.800428813,39.21810555
186,206236,211415,55.328742812,37.82100529,51.800428813,39.21810555
186,206348,211415,54.437235,37.464906,51.800428813,39.21810555
186,207016,130486,50.593676,36.679399,51.672394,39.296102
186,208277,211415,44.662695,41.896576,51.800428813,39.21810555
186,211415,130486,51.800428813,39.21810555,51.672394,39.296102
186,218616,211415,47.366609,39.716696,51.800428813,39.21810555
186,302335,211415,53.101049,46.583858,51.800428813,39.21810555
186,302988,130486,46.383882,48.004837,51.672394,39.296102
186,306771,130486,51.450719,46.136673,51.672394,39.296102
187,302988,130486,46.383882,48.004837,51.672394,39.296102
188,130744,211415,45.055356,39.067991,51.800428813,39.21810555
189,130744,211415,45.055356,39.067991,51.800428813,39.21810555
190,507,206348,55.38614,37.583393,54.437235,37.464906
190,686,206348,54.941901,82.916459,54.437235,37.464906
190,1733,206348,56.767604,60.81316,54.437235,37.464906
190,2737,206348,59.869844,30.519603,54.437235,37.464906
190,6144,206348,48.7554,44.4405,54.437235,37.464906
190,6156,206348,54.570603,39.809207,54.437235,37.464906
190,117230,206348,53.091476,50.126734,54.437235,37.464906
190,117393,206348,53.898376,27.697725,54.437235,37.464906
190,117442,206348,54.483186,36.218078,54.437235,37.464906
190,117456,206348,56.825157,35.87904,54.437235,37.464906
190,117819,206348,57.142964,65.597514,54.437235,37.464906
190,117866,206348,52.727738,41.387093,54.437235,37.464906
190,117986,206348,55.848147,48.843685,54.437235,37.464906
190,118535,206348,56.169053,43.895555,54.437235,37.464906
190,120762,206348,55.747074,38.4115,54.437235,37.464906
190,130486,206348,51.672394,39.296102,54.437235,37.464906
190,131643,206348,52.319649,104.248228,54.437235,37.464906
190,133533,206348,47.367228,39.712646,54.437235,37.464906
190,133858,206348,53.23448,44.906253,54.437235,37.464906
190,140302,206348,51.765435,36.131845,54.437235,37.464906
190,144649,206348,56.09682,40.354817,54.437235,37.464906
190,158751,206348,43.088653,44.644355,54.437235,37.464906
190,158929,206348,51.601574,45.943636,54.437235,37.464906
190,159402,206348,59.789885,30.436123,54.437235,37.464906
190,160030,206348,52.599422,39.392793,54.437235,37.464906
190,161003,206348,61.244861,73.500957,54.437235,37.464906
190,161520,206348,55.141009,82.985385,54.437235,37.464906
190,169872,206348,46.312097,48.056881,54.437235,37.464906
190,205228,206348,55.65431,37.888459,54.437235,37.464906
190,205985,206348,46.312237,39.946724,54.437235,37.464906
190,206236,206348,55.328742812,37.82100529,54.437235,37.464906
190,207016,206348,50.593676,36.679399,54.437235,37.464906
190,207022,206348,55.968988,37.320131,54.437235,37.464906
190,207390,206348,52.448389,30.996117,54.437235,37.464906
190,207404,206348,57.662651,39.78925,54.437235,37.464906
190,207743,206348,55.996703739,37.883953939,54.437235,37.464906
190,207803,206348,54.786513,32.100785,54.437235,37.464906
190,208277,206348,44.662695,41.896576,54.437235,37.464906
190,209207,206348,64.57634987,40.596223935,54.437235,37.464906
190,209211,206348,43.03146948,47.433087104,54.437235,37.464906
190,210001,206348,55.125925956,37.556771605,54.437235,37.464906
190,210127,206348,55.58783,37.226277,54.437235,37.464906
190,210515,206348,55.918678542,37.562207434,54.437235,37.464906
190,211415,206348,51.800428813,39.21810555,54.437235,37.464906
190,211622,206348,53.858061029,27.398763421,54.437235,37.464906
190,213849,206348,55.310288,86.140728,54.437235,37.464906
190,217081,206348,53.320124,34.248998,54.437235,37.464906
190,218210,206348,55.823819179,38.251653675,54.437235,37.464906
190,218225,206348,55.150464,61.448817,54.437235,37.464906
190,218616,206348,47.366609,39.716696,54.437235,37.464906
190,219030,206348,56.30041,101.700708,54.437235,37.464906
190,300168,206348,56.084394,37.155605,54.437235,37.464906
190,300571,206348,56.726696,60.578278,54.437235,37.464906
190,300864,206348,56.113127507,37.180021536,54.437235,37.464906
190,300987,206348,54.815902,31.975506,54.437235,37.464906
190,301760,206348,54.678615,39.571775,54.437235,37.464906
190,301957,206348,47.367953,39.71672,54.437235,37.464906
190,301983,206348,48.753836,44.481276,54.437235,37.464906
190,302335,206348,53.101049,46.583858,54.437235,37.464906
190,302445,206348,55.347781246,37.614404928,54.437235,37.464906
190,302597,206348,54.582532,39.766525,54.437235,37.464906
190,302738,206348,51.645263,46.009598,54.437235,37.464906
190,302856,206348,55.575239899,37.697530594,54.437235,37.464906
190,302988,206348,46.383882,48.004837,54.437235,37.464906
190,303295,206348,56.331209,36.678842,54.437235,37.464906
190,306771,206348,51.450719,46.136673,54.437235,37.464906
191,507,300987,55.38614,37.583393,54.815902,31.975506
191,207803,300987,54.786513,32.100785,54.815902,31.975506
191,300987,207803,54.815902,31.975506,54.786513,32.100785
192,130744,206348,45.055356,39.067991,54.437235,37.464906
193,130744,206348,45.055356,39.067991,54.437235,37.464906
194,301516,301983,48.779894,44.51004,48.753836,44.481276
198,210127,207743,55.58783,37.226277,55.996703739,37.883953939
199,120762,121703,55.747074,38.4115,55.743971,38.419892
199,130486,301809,51.672394,39.296102,52.600185,41.454381
199,158929,301809,51.601574,45.943636,52.600185,41.454381
199,302738,301809,51.645263,46.009598,52.600185,41.454381
200,301516,208277,48.779894,44.51004,44.662695,41.896576
202,120762,302769,55.747074,38.4115,64.527853,40.653662
203,2737,210001,59.869844,30.519603,55.125925956,37.556771605
203,120762,206968,55.747074,38.4115,55.125659,37.556262
203,133533,206968,47.367228,39.712646,55.125659,37.556262
203,205228,206968,55.65431,37.888459,55.125659,37.556262
203,206236,206968,55.328742812,37.82100529,55.125659,37.556262
203,206348,206968,54.437235,37.464906,55.125659,37.556262
203,207390,206968,52.448389,30.996117,55.125659,37.556262
203,207743,206968,55.996703739,37.883953939,55.125659,37.556262
203,208277,206968,44.662695,41.896576,55.125659,37.556262
203,210001,206968,55.125925956,37.556771605,55.125659,37.556262
203,210127,206968,55.58783,37.226277,55.125659,37.556262
203,210515,206968,55.918678542,37.562207434,55.125659,37.556262
203,211415,206968,51.800428813,39.21810555,55.125659,37.556262
203,218210,206968,55.823819179,38.251653675,55.125659,37.556262
203,218616,206968,47.366609,39.716696,55.125659,37.556262
203,300168,206968,56.084394,37.155605,55.125659,37.556262
203,300363,206968,52.126005,23.64126,55.125659,37.556262
203,300864,206968,56.113127507,37.180021536,55.125659,37.556262
203,301957,206968,47.367953,39.71672,55.125659,37.556262
203,302445,206968,55.347781246,37.614404928,55.125659,37.556262
203,302856,206968,55.575239899,37.697530594,55.125659,37.556262
204,120762,206319,55.747074,38.4115,51.726981,55.100593
204,302856,206968,55.575239899,37.697530594,55.125659,37.556262
205,507,117230,55.38614,37.583393,53.091476,50.126734
205,117986,117230,55.848147,48.843685,53.091476,50.126734
205,120762,117230,55.747074,38.4115,53.091476,50.126734
205,133858,117230,53.23448,44.906253,53.091476,50.126734
205,205228,117230,55.65431,37.888459,53.091476,50.126734
205,206319,117230,51.726981,55.100593,53.091476,50.126734
205,206348,117230,54.437235,37.464906,53.091476,50.126734
205,210557,206968,50.898893,128.535972,55.125659,37.556262
205,218210,117230,55.823819179,38.251653675,53.091476,50.126734
205,300711,207803,51.224865,51.424504,54.786513,32.100785
205,301805,117230,53.3914,50.328463,53.091476,50.126734
205,302335,117230,53.101049,46.583858,53.091476,50.126734
206,507,206708,55.38614,37.583393,53.760427,87.092846
206,117986,206708,55.848147,48.843685,53.760427,87.092846
206,208277,301805,44.662695,41.896576,53.3914,50.328463
206,300571,206708,56.726696,60.578278,53.760427,87.092846
207,117230,206319,53.091476,50.126734,51.726981,55.100593
207,117986,206319,55.848147,48.843685,51.726981,55.100593
207,206348,206319,54.437235,37.464906,51.726981,55.100593
208,120762,302222,55.747074,38.4115,54.584504,55.907014
210,130744,117230,45.055356,39.067991,53.091476,50.126734
211,507,117866,55.38614,37.583393,52.727738,41.387093
211,117986,117866,55.848147,48.843685,52.727738,41.387093
211,120762,117866,55.747074,38.4115,52.727738,41.387093
211,130744,117230,45.055356,39.067991,53.091476,50.126734
211,158929,117866,51.601574,45.943636,52.727738,41.387093
211,160030,117866,52.599422,39.392793,52.727738,41.387093
211,206236,117866,55.328742812,37.82100529,52.727738,41.387093
211,206348,117866,54.437235,37.464906,52.727738,41.387093
211,211415,117866,51.800428813,39.21810555,52.727738,41.387093
211,217678,305087,55.59003931,37.227566347,53.101059,46.583837
211,301809,117866,52.600185,41.454381,52.727738,41.387093
211,306771,117866,51.450719,46.136673,52.727738,41.387093
211,312617,305087,55.821289315,38.241913137,53.101059,46.583837
212,507,207404,55.38614,37.583393,57.662651,39.78925
212,117986,207404,55.848147,48.843685,57.662651,39.78925
212,120762,207404,55.747074,38.4115,57.662651,39.78925
212,159402,207404,59.789885,30.436123,57.662651,39.78925
212,203631,207404,59.234185,39.923862,57.662651,39.78925
212,206236,207404,55.328742812,37.82100529,57.662651,39.78925
212,206348,152612,54.437235,37.464906,57.561682,39.894365
212,209207,207404,64.57634987,40.596223935,57.662651,39.78925
212,210515,207404,55.918678542,37.562207434,57.662651,39.78925
212,300219,207404,59.207319,39.800209,57.662651,39.78925
212,302769,207404,64.527853,40.653662,57.662651,39.78925
213,507,301760,55.38614,37.583393,54.678615,39.571775
213,117230,301760,53.091476,50.126734,54.678615,39.571775
213,117819,301760,57.142964,65.597514,54.678615,39.571775
213,117866,301760,52.727738,41.387093,54.678615,39.571775
213,117986,301760,55.848147,48.843685,54.678615,39.571775
213,120762,301760,55.747074,38.4115,54.678615,39.571775
213,158929,301760,51.601574,45.943636,54.678615,39.571775
213,161003,301760,61.244861,73.500957,54.678615,39.571775
213,172430,301760,53.384265,83.739861,54.678615,39.571775
213,205104,301760,54.356576,48.598839,54.678615,39.571775
213,205228,302597,55.65431,37.888459,54.582532,39.766525
213,206236,302597,55.328742812,37.82100529,54.582532,39.766525
213,206348,302597,54.437235,37.464906,54.582532,39.766525
213,208277,301760,44.662695,41.896576,54.678615,39.571775
213,218402,301760,56.951769,40.941105,54.678615,39.571775
213,301760,302597,54.678615,39.571775,54.582532,39.766525
213,302597,6156,54.582532,39.766525,54.570603,39.809207
213,302737,301760,53.321512,83.642199,54.678615,39.571775
213,306771,301760,51.450719,46.136673,54.678615,39.571775
213,312259,301760,59.796283695,30.455101821,54.678615,39.571775
214,6156,301760,54.570603,39.809207,54.678615,39.571775
214,117393,2737,53.898376,27.697725,59.869844,30.519603
214,206348,301760,54.437235,37.464906,54.678615,39.571775
217,507,117456,55.38614,37.583393,56.825157,35.87904
217,2737,117456,59.869844,30.519603,56.825157,35.87904
217,120762,117456,55.747074,38.4115,56.825157,35.87904
217,161443,117456,61.820477,34.283712,56.825157,35.87904
217,206236,117456,55.328742812,37.82100529,56.825157,35.87904
217,300168,117456,56.084394,37.155605,56.825157,35.87904
218,312259,206236,59.796283695,30.455101821,55.328742812,37.82100529
222,507,218674,55.38614,37.583393,52.007122,113.560661
222,120762,218674,55.747074,38.4115,52.007122,113.560661
222,131643,218674,52.319649,104.248228,52.007122,113.560661
222,213849,206385,55.310288,86.140728,52.068117854,113.416542487
223,159402,301760,59.789885,30.436123,54.678615,39.571775
223,302597,301760,54.582532,39.766525,54.678615,39.571775
224,507,206236,55.38614,37.583393,55.328742812,37.82100529
224,1733,206236,56.767604,60.81316,55.328742812,37.82100529
224,2737,206236,59.869844,30.519603,55.328742812,37.82100529
224,6144,206236,48.7554,44.4405,55.328742812,37.82100529
224,6156,206236,54.570603,39.809207,55.328742812,37.82100529
224,117442,206236,54.483186,36.218078,55.328742812,37.82100529
224,117456,206236,56.825157,35.87904,55.328742812,37.82100529
224,117501,206236,55.413049,37.588278,55.328742812,37.82100529
224,117866,206236,52.727738,41.387093,55.328742812,37.82100529
224,117986,206236,55.848147,48.843685,55.328742812,37.82100529
224,118535,206236,56.169053,43.895555,55.328742812,37.82100529
224,120762,206236,55.747074,38.4115,55.328742812,37.82100529
224,130486,206236,51.672394,39.296102,55.328742812,37.82100529
224,131643,206236,52.319649,104.248228,55.328742812,37.82100529
224,133533,206236,47.367228,39.712646,55.328742812,37.82100529
