,ID,lat,lon
385,3929,55.746303,37.772577
386,3933,55.636234,37.769226
387,3934,55.87473043,37.57810474
388,3939,55.45014354,37.74189793
389,3943,55.83441052,37.17618559
390,3944,55.663674,37.302389
391,3946,55.67629701,37.51028584
392,3947,55.65790656,37.49473874
393,3949,55.719773,37.400464
394,3950,55.74244019,37.78603198
395,3994,55.77769333,37.58055633
396,4003,55.6286865,37.74069896
397,4035,56.00253146,37.4795578
398,4081,56.319892,36.765449
399,4099,55.864631,37.585269
400,4156,55.3858871,39.02393283
401,4157,55.37084895,39.02945868
402,4160,54.880375,38.070422
403,4182,55.7252,37.677
404,4187,55.83472627,38.26531237
405,4188,55.74610262,38.03070486
406,4191,55.9162519,37.99351861
407,4195,55.81675886,38.98783156
408,4196,55.42086791,38.26099939
409,4202,55.880924,37.684748
410,4235,55.64634597,37.8616379
411,4238,55.91611636,37.86210428
412,4239,55.888614,37.600774
413,4240,55.80524132,37.41877116
414,4241,55.64391647,37.74067762
415,5008,55.873072,37.51423
416,5010,55.86608033,37.44221444
417,5012,55.67757752,37.28569318
418,5014,55.69052338,37.71770996
419,5017,55.85909164,37.63866513
420,5023,55.89450904,37.61298066
421,5025,55.5155911,37.35715787
422,5026,55.797895,38.472345
423,5027,55.662026,37.974979
424,5029,55.444972,37.565317
425,5031,56.30368973,38.13508158
426,5033,55.647427,37.665974
427,5036,55.7599,37.5433
428,5038,55.71530502,37.4391693
429,5040,55.789036,37.59109
430,5091,55.14624713,37.48841134
431,5134,54.838462,38.192574
432,5180,55.88164584,37.6494547
433,5181,55.77024671,37.68083976
434,5229,56.368039,36.686939
435,5255,55.70504479,37.67369072
436,5259,54.84407782,38.24292914
437,5260,55.976281,37.167484
438,5300,55.888371,37.476566
439,5302,55.912194,37.82708
440,5303,55.73657186,37.58242309
441,5304,55.08435276,38.79577856
442,5307,55.72141633,37.57835813
443,5308,55.86697847,37.57043473
444,5315,55.7856,38.4483
445,5321,55.50435261,37.5390393
446,5323,55.64467259,37.74850844
447,5326,55.80088945,37.45416773
448,5327,55.78946267,37.47988142
449,5328,54.8667501,37.21636385
450,5332,55.86881845,37.67999028
451,5333,55.70815909,37.64252338
452,5334,55.9199142,37.74631476
453,5338,55.68789402,37.6793806
454,5343,56.24366382,37.99213452
455,5344,55.57948974,38.20210536
456,5352,55.80607544,37.84477432
457,5354,55.62946068,37.00428358
458,5356,55.606654,37.351611
459,5362,55.075576,38.759523
460,5366,55.49839189,36.03284748
461,5372,55.63780347,37.75047634
462,5374,55.6217444,37.64704569
463,5376,55.72967749,37.42198902
464,5378,55.735823,37.494326
465,5380,55.86465,37.126547
466,5381,55.857008,38.442648
467,5392,55.60805426,37.59322516
468,5401,55.40480926,37.76595957
469,5443,55.94222838,37.29973453
470,5446,55.71394785,36.82875032
471,5450,55.92936105,37.54026779
472,5451,55.793767,37.783208
473,5452,55.7979156,37.78781648
474,5453,55.651562,37.517141
475,5456,55.57438272,38.25206434
476,5506,56.02983728,35.95920337
477,5513,55.72249605,37.81083514
478,5514,55.36601959,37.50643942
479,5518,55.89952089,37.72097176
480,5520,55.574612,36.695853
481,5524,55.581818,39.529293
482,5554,55.76471329,37.82481931
483,5568,55.59048883,37.6475374
484,5576,55.904997,37.86212
485,5577,55.741386,38.009309
486,5581,55.60217413,38.10110695
487,5588,55.81536,37.08839
488,5592,55.94758461,37.50043271
489,5597,55.57742862,37.90181688
490,5616,54.91751419,37.3779296
491,5617,55.74995724,37.96085474
492,5618,54.90202263,37.36022247
493,5619,55.76972495,37.56858038
494,5624,55.939645,37.778065
495,5625,55.92324607,37.78386519
496,5628,55.70869195,37.40067036
497,5630,55.52077846,37.21687172
498,5650,55.82267572,37.58722097
499,5668,55.43007443,37.49581831
500,5717,55.61044654,37.96915363
501,5731,55.58771635,37.65275852
502,5734,55.64569521,37.51810266
503,5736,55.67316098,37.59206704
504,5737,55.82356253,37.80895734
505,5740,55.89292,37.436086
506,5746,55.86944,37.462101
507,5747,55.613,37.5789
508,5753,55.71781705,38.22769557
509,5759,55.797354,39.001063
510,5795,55.92449151,37.54978446
511,5796,56.177757,37.000879
512,5797,55.920391,37.549906
513,5802,55.05572971,38.74098628
514,5803,55.316827,38.649424
515,5806,55.70240804,37.66531973
516,5807,55.36019,37.512755
517,5810,55.60411513,37.51852838
518,5819,55.937822,37.489173
519,5822,55.78957775,37.57559502
520,5833,55.66127277,37.76015291
521,5845,55.615995,36.982122
522,5852,55.74453537,38.8462484
523,5867,55.69365132,37.91070259
524,5883,55.82600996,37.59839325
525,5902,55.53889069,37.72728378
526,5910,55.822736,37.339786
527,5932,55.54237314,37.72392396
528,5956,55.64385535,37.73421304
529,5964,55.51167575,36.9737658
530,5966,55.81558439,37.46335254
531,5975,55.462236,38.446866
532,5988,55.73336974,37.47173481
533,6005,55.89371393,37.55860549
534,6010,55.79037736,37.49873772
535,6012,55.70937599,37.61551415
536,6023,55.97154961,37.73958904
537,6037,55.852612,37.190666
538,6043,55.63941214,38.05445114
539,6048,55.55743336,37.81233659
540,6065,55.56629101,36.99221417
541,6084,55.7695675,37.7137585
542,6100,55.80160355,38.18319417
543,6102,55.66980846,37.90598529
544,6108,55.698716,37.562443
545,6131,55.753377,37.802009
546,100193,55.665462,37.649621
547,100226,55.980769,37.102477
548,100236,56.188667,36.980689
549,100250,55.609757,38.103964
550,100252,56.175075,36.952083
551,100273,55.440247,37.48983
552,100471,55.657302,37.574437
553,100669,56.300074,38.150689
